strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Switzerland/SH-ETHZ-500915/2020	EPI_ISL_1118939	OE998942.1	Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al
Austria/CeMM1343/2020	EPI_ISL_853842		Center for Virology, Medical University of Vienna	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
SriLanka/NR1/2021	EPI_ISL_1717094		Centre for Dengue Research and AICBU, Department of Immunology and Molecular Medicine	Centre for Dengue Research and AICBU, Department of Immunology and Molecular Medicine	Chandima Jeewandara et al B
NorthMacedonia/14712/2020	EPI_ISL_909744		Institute for Lung Diseases in Children - Skopje	Research Center for Genetic Engineering and Biotechnology "Georgi D. Efremov” , Macedonian Academy of Sciences and Arts	RCGEB - MASA et al
NorthMacedonia/29755/2020	EPI_ISL_956402		General Hospital - Ohrid	Research Center for Genetic Engineering and Biotechnology "Georgi D. Efremov” , Macedonian Academy of Sciences and Arts	Aleksandar J. Dimovski et al
BosniaandHerzegovina/VFS-UNSA-LMGFI006/2020	EPI_ISL_955148		University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	Goletić T. et al
Germany/BW-FR0311/2020	EPI_ISL_852647		Institute of Virology, Medical Center, University of Freiburg, Freiburg, Germany	Institute of Virology, Clinial Virus Genomics, Medical Center, University of Freiburg, Freiburg, Germany	Jonas Fuchs et al
Kosovo/ChVir23122/2021	EPI_ISL_1027647		Department of Microbiology, National Institute for Public Health of Kosova	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al A
Kosovo/ChVir23104/2021	EPI_ISL_1027656		Department of Microbiology, National Institute for Public Health of Kosova	Charité Universitätsmedizin Berlin, Institut für Virologie	Victor M Corman et al A
SierraLeone/KGH-G-8549/2020	EPI_ISL_512812	MT872502.1	Kenema Government Hospital, Ministry of Health and Sanitation	Kenema Government Hospital, Ministry of Health and Sanitation	Goba et al
Slovakia/UKBA-212/2020	EPI_ISL_577742		Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava	Faculty of Natural Sciences, Comenius University, Bratislava	Broňa Brejová et al
UnitedArabEmirates/skmc-3595813/2020	EPI_ISL_582667		Sheikh Khalifa Medical City	Molecular/Surveillance lab Sheikh Khalifa Medical City	Amirtharaj Francis et al
Tunisia/11-MHT_21/2020	EPI_ISL_855571		Department of Virology, Principal Military Hospital of Instruction of Tunis	Bundeswehr Institute of Microbiology	Susann Handrick et al
NewZealand/20VR3066/2020	EPI_ISL_579406	MZ332401.1	North Shore Hospital	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR3003/2020	EPI_ISL_456395	MZ332366.1	North Shore Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
NewZealand/20VR3005/2020	EPI_ISL_456397	MZ332368.1	North Shore Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
NewZealand/20VR3004/2020	EPI_ISL_456396	MZ332367.1	North Shore Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
NewZealand/20VR3116/2020	EPI_ISL_579423	MZ332416.1	LabTests	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR3119/2020	EPI_ISL_579425	MZ332418.1	LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
SouthKorea/KCDC2200/2020	EPI_ISL_506994		Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Jeong-Min Kim et al A
NewZealand/20VR2046/2020	EPI_ISL_456345	MZ332160.1	Southern Community Labs Dunedin	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Poland/Sla3/2020	EPI_ISL_451657		State Sanitary Inspectorate	Laboratory of Recombinant Vaccines	Lukasz Rabalski et al
SaudiArabia/KAUST-MADINAH1653/2020	EPI_ISL_751236		Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Pathogen Genomics Lab King Abdullah University of Science and Technology(KAUST)	Sara Mfarrej et al
Paraguay/iics_8185/2021	EPI_ISL_2234884		IICS-UNA	IICS-UNA	Magaly Martinez et al
Russia/BEL-RII-MH17587S/2021	EPI_ISL_2385393		Center of Hygiene and Epidemiology in Belgorod Region	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al B
Sweden/20-51733/2020	EPI_ISL_510838		Karolinska Universitetslaboratoriet	The Public Health Agency of Sweden	Oskar Karlsson Lindsjo et al
Belgium/ULG-10615/2020	EPI_ISL_626240		Department of Clinical Microbiology	GIGA Medical Genomics	Keith Durkin et al A
NewZealand/20CV0388/2020	EPI_ISL_579117		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Netherlands/ZH-EMC-2638/2020	EPI_ISL_2145742		Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink et al
TrinidadandTobago/25889/2020	EPI_ISL_1490252		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
Turkey/HSGM-2007052/2020	EPI_ISL_814086		Ministry of Health Turkey	Ministry of Health Turkey	Fatma Bayrakdar et al A
SouthAfrica/KRISP-K002903/2020	EPI_ISL_602714		NHLS-IALCH	KRISP, KZN Research Innovation and Sequencing Platform	Giandhari J et al A
Ecuador/51908/2020	EPI_ISL_491949		Instituto Nacional de Investigación en Salud Pública - INSPI	INSPI - Charité	Alfredo Bruno Caicedo et al
Portugal/R438/2020	EPI_ISL_491287		Instituto Gulbenkian de Ciência	Instituto Gulbenkian de Ciência	Susana Ladeiro et al
Ecuador/USFQ-527/2020	EPI_ISL_697796		Universidad Regional Amazonica IKIAM	Institute of Microbiology, Universidad San Francisco de Quito	Fabian Aguilar et al
Argentina/PAIS-F0011/2020	EPI_ISL_964897		Sistema Integrado de Emergencias de Neuquén (SIEN)	Laboratorio Central Mg. Luis Alfredo Pianciola on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium)	Liliana Fonseca et al
Argentina/PAIS-F0030/2020	EPI_ISL_964915		Sistema Integrado de Emergencias de Neuquén (SIEN)	Laboratorio Central Mg. Luis Alfredo Pianciola on behalf of 'Proyecto Argentino Interinstitucional de genomica de SARS-CoV-2' (PAIS Consortium)	Liliana Fonseca et al
Ghana/WACCBIP-GS379/2020	EPI_ISL_2422500		West African Centre for Cell Biology of Infectious Pathogen, University of Ghana, Legon	WACCBIP, University of Ghana, Volta Road, Legon, Accra	Collins M. Morang'a et al
Armenia/UW-ARM3/2020	EPI_ISL_1854624	MZ230703.1	National Center of Disease Control and Prevention of the Republic of Armenia	UW Virology Lab	Pavitra Roychoudhury et al
Peru/LIM-INS-041/2020	EPI_ISL_514226		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
Vietnam/VNHN_4851/2020	EPI_ISL_455709		National Hospital of Tropical Diseases	Oxford University Clinical Research Unit, Hanoi, Vietnam	Nguyen Thi Tam et al
Ghana/35012_S17/2020	EPI_ISL_515090	MT890210.1	Department of Biochemistry, Cell and Molecular Biology	WACCBIP, University of Ghana	Ngoi et al
Ghana/35466_S19/2020	EPI_ISL_515095	MT890206.1	Department of Biochemistry, Cell and Molecular Biology	WACCBIP, University of Ghana	Ngoi et al
Ghana/UHAS-G441/2020	EPI_ISL_648124		UHAS COVID-19 Lab	UHAS COVID-19 Lab	Kwabena O. Duedu et al
Ghana/NMIMR-NTRA-8993/2020	EPI_ISL_1018099	MW598433.1	Immunology, Noguchi Memorial Institute for Medical Research	Immunology, Noguchi Memorial Institute for Medical Research	Adu et al
Ghana/WACCBIP-GS475/2020	EPI_ISL_2422523		West African Centre for Cell Biology of Infectious Pathogen, University of Ghana, Legon	WACCBIP, University of Ghana, Volta Road, Legon, Accra	Collins M. Morang'a et al
Togo/C4657/2021	EPI_ISL_1575436		Laboratoire Biolim/FSS/UL	Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)	Mounerou SALOU et al
Ghana/WACCBIP-GS171/2020	EPI_ISL_1255106		West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana	Collins M. Morang'a et al
Ghana/WACCBIP-GS357/2020	EPI_ISL_1255234		West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Accra, Ghana	West African Centre for Cell Biology of Infectious Pathogens (WACCBIP), University of Ghana, Volta Road, Legon-Accra, Ghana	Collins M. Morang'a et al
Switzerland/BE-ETHZ-280195/2020	EPI_ISL_560445		Viollier AG	Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al
Luxembourg/LNS8911052/2020	EPI_ISL_744822		Laboratoire national de santé, Microbiology, Virology	Laboratoire national de santé, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
Brazil/PE-FIOCRUZ-IAM1254/2020	EPI_ISL_572384		Laboratório Central de Saúde Pública do Estado de Pernambuco (LACEN-PE)	WallauLab, Aggeu Magalhaes Institute	Marcelo Henrique Santos Paiva et al
USA/CA-CZB-11274/2020	EPI_ISL_739223	MW565803.1	Napa-Solano-Yolo- Marin County (NSYM) Public Health Laboratories	Chan-Zuckerberg Biohub	CZB Cliahub Consortium et al
Chile/RM-112634/2020	EPI_ISL_746586		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/Santiago-PUC_MVL_0349/2020	EPI_ISL_801781	MW365045.1	Laboratory of Molecular Virology, Pontificia Universidad Católica de Chile	MSHS Pathogen Surveillance Program	Leonardo I. Almonacid et al
Chile/RM-86723/2020	EPI_ISL_1167799		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-CMM-LAE7918/2020	EPI_ISL_591527		Medicina Norte U Chile - Servicio Medico Legal	Center for Mathematical Modeling and Center for Genome Regulation. Santiago, Chile	Gaggero A et al
Chile/RM-84398/2020	EPI_ISL_746803		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-CMM-IN233883987/2020	EPI_ISL_591531		Laboratorio de Infectologia y virologia molecular	Center for Mathematical Modeling and Center for Genome Regulation. Santiago, Chile	Valiente F et al
Chile/BI-185934/2020	EPI_ISL_746510		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/VS-201677/2020	EPI_ISL_1300461		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Ecuador/USFQ-065/2020	EPI_ISL_481247		Hospital IESS Babahoyo	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Australia/VIC1438/2020	EPI_ISL_456442	MT612135.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al B
Indonesia/JB-NIHRDC-0056536/2020	EPI_ISL_756376		National Institute of Health Research and Development	National Institute of Health Research and Development	Ramadhany et al
Indonesia/MKS-LIPI020/2020	EPI_ISL_833502		RS Sayang Bunda, Makasar, Indonesia	Biosafety Level-3 Laboratory, Indonesian Institute of Sciences (LIPI)	Andri Wardiana et al
SouthKorea/KDCA0102/2020	EPI_ISL_747338		Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Division of Emerging Infectious Diseases, Bureau of Infectious Diseases Diagnosis Control, Korea Disease Control and Prevention Agency	Ae Kyung Park et al
Indonesia/JB-EIJK63/2020	EPI_ISL_947249		RS Bina Husada Cibinong	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Edison Johar et al
Indonesia/JK-LIPI014/2020	EPI_ISL_833497		Klinik Apotek Dein, Jakarta, Indonesia	Biosafety Level-3 Laboratory, Indonesian Institute of Sciences (LIPI)	Syam Budi Iryanto et al
Indonesia/BGR-LIPI035/2020	EPI_ISL_1020192		Melania Hospital, Bagor , west Java	Biosafety Level-3 Laboratory, Indonesian Institute of Sciences (LIPI)	Anik Budhi Dharmayanthi et al
Indonesia/BGR-LIPI038/2020	EPI_ISL_1020195		Melania Hospital, Bogor , West Java	Biosafety Level-3 Laboratory, Indonesian Institute of Sciences (LIPI)	Anggia Prasetyoputri et al
CostaRica/INC-0061/2020	EPI_ISL_512667		Area De Salud La Cruz	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
CostaRica/INC-0082/2020	EPI_ISL_527750		Hospital De Niños Dr. Carlos Saenz Herrera [San Jose/San Jose]	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
CostaRica/INC-0069/2020	EPI_ISL_512674		Hospital De Niños Dr. Carlos Saenz Herrera [San Jose/San Jose]	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
Ecuador/USFQ-553/2020	EPI_ISL_728202		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Sully Márquez et al
Ecuador/USFQ-558/2020	EPI_ISL_728205		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
CostaRica/INC-0233/2021	EPI_ISL_914839		HOSPITAL MEXICO	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
CostaRica/HNN-0393/2021	EPI_ISL_1527013		COOPESAIN-TIBÁS	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Pérez-Corrales C et al
Russia/MOW-RII-MH9245S/2020	EPI_ISL_733418		HELIX LLC	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al B
Brazil/RN-00871/2021	EPI_ISL_1213286		IMT-UFRN/RN	Bioinformatics Laboratory / LNCC	Alessandra P Lamarca et al
Canada/SK-NML-17407/2020	EPI_ISL_2883493		SK-Roy Romanow Provincial Laboratory	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/Qc-L00293290/2020	EPI_ISL_1365936		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Canada/QC-1nIOU-A3183243/2020	EPI_ISL_2970298		Laboratoire de santé publique du Québec	Laboratoire de santé publique du Québec	Sandrine Moreira et al
Canada/NB-NML-3145/2020	EPI_ISL_961667		Hôpital Georges L. Dumont	National Microbiology Laboratory (NML)	Anna Majer et al
Canada/NS-NML-5478/2020	EPI_ISL_1055655		QEII Health Sciences Centre	National Microbiology Laboratory (NML)	Anna Majer et al
Cyprus/Cy031666/2020	EPI_ISL_1164628		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Denmark/DCGC-1451/2020	EPI_ISL_618092		Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Denmark	Albertsen lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortia et al
Italy/CAM-TIGEM-473/2020	EPI_ISL_778780		Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Antonio Grimaldi et al
Bulgaria/21BG-NC_A000009/2020	EPI_ISL_2081878		National Center of Infectious and Parasitic Diseases	National Center of Infectious and Parasitic Diseases	Alexiev et al
Italy/CAM-TIGEM-467/2020	EPI_ISL_778776		Istituto Zooprofilattico Sperimentale del Mezzogiorno	TIGEM	Antonio Grimaldi et al
Australia/QLD961/2020	EPI_ISL_530236		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Cyprus/006/2020	EPI_ISL_463746		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
NewZealand/20VR2541/2020	EPI_ISL_456384	MZ332267.1	LabPLUS	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
