strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
England/PHEC-1B1C3/2020	EPI_ISL_2737728		Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al
Luxembourg/Lux1/2020	EPI_ISL_413593		Laboratoire National de Santé	Erasmus Medical Center	David Nieuwenhuijse et al A
Luxembourg/LNS0000001/2020	EPI_ISL_419562		Laboratoire National de Santé, Microbiology, Virology	Laboratoire National de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino et al
Bulgaria/17/2020	EPI_ISL_480300		National Reference Laboratory "Influenza and acute respiratory diseases"	NRL-HIV	Ivan Ivanov et al
NewZealand/20VR1797/2020	EPI_ISL_456256	MZ331991.1	Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
Italy/LOM-UniMI-L130/2020	EPI_ISL_542126		ASST GOM Niguarda	Dep. Of Oncology and Hemato-Oncology University of Milan	Claudia Alteri et al
England/PHEC-1B0E4/2020	EPI_ISL_2737714		Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	COVID-19 Genomics UK (COG-UK) Consortium	PHE Covid Sequencing Team et al
Brazil/SP-01/2020	EPI_ISL_412964		Hospital Israelita Albert Einstein	Instituto Adolfo Lutz Interdisciplinary Procedures Center Strategic Laboratory	Jaqueline Goes de Jesus et al (https://virological.org/t/first-cases-of-coronavirus-disease-covid-19-in-brazil-south-america-2-genomes-3rd-march-2020/409)
Finland/24AS8H10/2020	EPI_ISL_1239428		Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al A
Finland/23MS4H7/2020	EPI_ISL_1240133		Department of Virology and Immunology, University of Helsinki and Helsinki University Hospital, Huslab Finland	Department of Virology, Faculty of Medicine, University of Helsinki, Helsinki, Finland	Teemu Smura et al A
Morocco/refstage1/2020	EPI_ISL_476559			Laboratoire Sciences et Technologies de la Santé (STS) Institut Supérieur des Sciences de la Santé Université Hassan 1er, Settat, Morocco	Hajar Lemriss et al
France/IDF_HB_112002096647/2020	EPI_ISL_940533		Hôpital Bichat Claude Bernard, Laboratoire de Virologie	IAME UMR1137 Inserm, Université de Paris, Hôpital Bichat	Antoine Bridier-Nahmias et al
Egypt/CUNCI-HGC005/2020	EPI_ISL_468052	MT510698.1	Egyptian National Cancer Institute (ENCI)	Egyptian National Cancer Institute (ENCI)	Zekri et al
USA/MT-RML-22/2020	EPI_ISL_648822	MW221270.1	Virus Ecology Section, RML	Virus Ecology Section, RML	van Doremalen et al
Mexico/NAY-InDRE_F11036_S869/2021	EPI_ISL_1399274		LESP Nayarit	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Claudia Wong-Arambula et al
USA/VT-CDC-2-4044641/2020	EPI_ISL_1446733	MW850142.1	VT Dept. of Health Laboratory	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Mili Sheth et al
USA/MO-MSPHL-000065/2020	EPI_ISL_1362616		Missouri State Public Health Laboratory	Missouri State Public Health Laboratory	Matthew Sinn et al
USA/MO-MSPHL-000549/2020	EPI_ISL_1489862		Missouri State Public Health Laboratory	Missouri State Public Health Laboratory	Matthew Sinn et al
Australia/WA37/2020	EPI_ISL_470854		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA	Chisha Sikazwe et al
Australia/WA314/2020	EPI_ISL_596857		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA329/2020	EPI_ISL_596872		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA318/2020	EPI_ISL_596861		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA330/2020	EPI_ISL_596873		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA195/2020	EPI_ISL_596758		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA309/2020	EPI_ISL_596852		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA324/2020	EPI_ISL_596867		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA58/2020	EPI_ISL_470875		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA	Chisha Sikazwe et al
Japan/PG-0523/2020	EPI_ISL_480181		Ibaraki Prefectural Institute of Public Health	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al A (https://www.medrxiv.org/content/10.1101/2020.07.01.20143958v1)
India/UN-3118/2020	EPI_ISL_424364		National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav et al B (http://www.ijmr.org.in/article.asp?issn=0971-5916;year=2020;volume=151;issue=2;spage=255;epage=260;aulast=Potdar)
env/Beijing/BJ2454/2020	EPI_ISL_430744		Chinese PLA Institute for Disease Control and Prevention	Chinese PLA Institute for Disease Control and Prevention	Peng Li et al
Luxembourg/LNS5444595/2020	EPI_ISL_428957		Laboratoire National de Sante, Microbiology, Virology	Laboratoire National de Sante, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino et al
Israel/990059252/2020	EPI_ISL_447268		Microbiology laboratory, Assuta Ashdod University-Affiliated Hospital	Stern Lab	Stern Lab et al A (https://dx.doi.org/10.1101/2020.05.21.20104521)
Peru/LIM-INS-476/2020	EPI_ISL_1111374		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú	Ronnie Gavilan Chavez et al
Peru/LIM-INS-435/2020	EPI_ISL_1111333		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú	Ronnie Gavilan Chavez et al
Peru/LIM-INS-091/2020	EPI_ISL_536490		Instituto Nacional de Salud	Laboratorio de Infecciones Respiratorias Agudas	Eduardo Juscamayta Lopez et al
Peru/LIM-INS-098/2020	EPI_ISL_536497		Instituto Nacional de Salud	Laboratorio de Infecciones Respiratorias Agudas	Eduardo Juscamayta Lopez et al
Peru/LIM-INS-369/2020	EPI_ISL_1111267		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Enteropatógenos. Instituto Nacional de Salud del Perú	Ronnie Gavilan Chavez et al
Peru/LIM-UPCH-0066/2020	EPI_ISL_540949		Laboratorio de Referencia Nacional de Virus Respiratorios, Instituto Nacional de Salud Peru	Laboratorio de Genómica Microbiana, Universidad Peruana Cayetano Heredia	Pablo Tsukayama et al
Peru/LIM-INS-101/2020	EPI_ISL_536500		Instituto Nacional de Salud	Laboratorio de Infecciones Respiratorias Agudas	Eduardo Juscamayta Lopez et al
Croatia/52085_ID1647_2/2020	EPI_ISL_985400		"Dr. Andrija Stampar“ Teaching Institute of Public Health, Department of Clinical Microbiology	Institute of Applied Genomics	Jasmina Vranes et al
Kazakhstan/NCB-2/2020	EPI_ISL_435046	MT428552.1	Laboratory of Applied Genetics	RSE "National Center for Biotechnology"	Alexandr Shevtsov et al
Ecuador/USFQ-128/2020	EPI_ISL_491933		Centro de Investigaciones, Universidad de Especialidades Espíritu Santo	Institute of Microbiology, Universidad San Francisco de Quito	Derly Andrade et al
Ecuador/USFQ-139/2020	EPI_ISL_491936		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Bulgaria/41/2020	EPI_ISL_480310		National Reference Laboratory "Influenza and acute respiratory diseases"	NRL-HIV	Ivan Ivanov et al
Austria/CeMM1228/2020	EPI_ISL_853819		Department of Pathology, Landeskrankenhaus Graz II, Medical University Graz	Bergthaler laboratory, CeMM Research Center for Molecular Medicine of the Austrian Academy of Sciences	Lukas Endler et al
Norway/2274/2020	EPI_ISL_2333516		Furst Medical Laboratory	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Canada/BC-BCCDC-3159/2020	EPI_ISL_968747		BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Prystajecky Natalie et al
Ecuador/USFQ-199/2020	EPI_ISL_527814		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-214/2020	EPI_ISL_539787		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Andrea Macias et al
Ecuador/USFQ-515/2020	EPI_ISL_660538		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Sully Márquez et al
Ecuador/USFQ-533/2020	EPI_ISL_697799		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-531/2020	EPI_ISL_697798		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Ecuador/USFQ-539/2020	EPI_ISL_697800		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Guadeloupe/IPG-7330/2020	EPI_ISL_613430		Institut Pasteur de la Guadeloupe	Institut Pasteur de la Guadeloupe	Marion Barbet et al A
Australia/NT28/2020	EPI_ISL_430631		Royal Darwin Hospital Pathology	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, The Peter Doherty Institute for Infection and Immunity	Meumann et al
Australia/NSW263/2020	EPI_ISL_451528		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
USA/VT-UW-MAYO48/2020	EPI_ISL_500530		Mayo Clinic Laboratories	University of Washington Virology Lab	Pavitra Roychoudhury et al
Croatia/IGA-65-140067-P/2020	EPI_ISL_1167082		"Dr. Andrija Stampar" Teaching Institute of Public Health, Department of Clinical Microbiology	Istituto di Genomica Applicata	Jasmina Vranes et al
SierraLeone/KGH-G-8627/2020	EPI_ISL_512818	MT872495.1	Kenema Government Hospital, Ministry of Health and Sanitation	Kenema Government Hospital, Ministry of Health and Sanitation	Goba et al
Portugal/PT0265/2020	EPI_ISL_453979			Instituto Nacional de Saude (INSA)	Borges et al
Brazil/RS-FIOCRUZ-6237/2020	EPI_ISL_2661873		Laboratorio Central de Saude Publica do Estado do Rio Grande do Sul (LACEN-RS)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Georgia/MM2020662/2020	EPI_ISL_2896265	MT231255.1	Department of Virology, Molecular Biology and Genome Research	Department of Virology, Molecular Biology and Genome Research	Kotorashvili et al
NewZealand/20VR2076/2020	EPI_ISL_456363	MZ332184.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Matt Storey et al A
NewZealand/20VR3476/2020	EPI_ISL_579496	MZ332489.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/20VR3128/2020	EPI_ISL_579426	MZ332419.1	Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Cuba/USAFSAM-S031/2020	EPI_ISL_513313	MT873897.1	Public Health, United States Air Force School of Aerospace Medicine	Public Health, United States Air Force School of Aerospace Medicine	Fries et al
Bahamas/33821/2020	EPI_ISL_1415415		Reference Laboratory of the Ministry of Health	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Bahamas/33820/2020	EPI_ISL_1415416		Reference Laboratory of the Ministry of Health	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Cuba/USAFSAM-S030/2020	EPI_ISL_513312	MT873896.1	Public Health, United States Air Force School of Aerospace Medicine	Public Health, United States Air Force School of Aerospace Medicine	Fries et al
USA/WI-WSLH-201004/2020	EPI_ISL_803292		Wisconsin State Laboratory of Hygiene Communicable Disease Division	Wisconsin State Laboratory of Hygiene Communicable Disease Division	Kelsey R. Florek et al
USA/IA-GMF-12677/2020	EPI_ISL_547643		Gundersen Molecular Diagnostics Laboratory	Kabara Cancer Research Institute	Craig S. Richmond et al A
USA/MO-MSPHL-000296/2020	EPI_ISL_1362843		Missouri State Public Health Laboratory	Missouri State Public Health Laboratory	Matthew Sinn et al
BosniaandHerzegovina/VFS-UNSA-LMGFI011/2020	EPI_ISL_955169		University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	University of Sarajevo, Veterinary Faculty, Laboratory for Molecular Diagnostic and Research Laboratory	Goletić Š. et al
USA/NE-USAFSAM-S311/2020	EPI_ISL_812627		United States Air Force School of Aerospace Medicine	United States Air Force School of Aerospace Medicine	Anthony Fries et al
USA/SD-SDPHL-0388/2020	EPI_ISL_2675221	MZ444213.1	South Dakota Public Health Laboratory	South Dakota Public Health Laboratory	Jacob Garfin et al
USA/KS-KHEL-0572/2020	EPI_ISL_1322441		Kansas Health and Environmental Lab	Kansas Health and Environmental Lab	Mike Grose et al
USA/IA-GMF-18219/2020	EPI_ISL_547754		Gundersen Molecular Diagnostics Laboratory	Kabara Cancer Research Institute	Craig S. Richmond et al A
Australia/QLD1283/2020	EPI_ISL_693283		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Mexico/BCS-InDRE_133/2020	EPI_ISL_913936		Instituto de Diagnostico y Referencia Epidemiologicos INDRE_RNLSP	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Claudia Wong-Arambula et al
NewZealand/21CV0035/2020	EPI_ISL_794627		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Panama/GMI-PA209/2020	EPI_ISL_1502824		Hospital Regional Anita Moreno Los Santos	Gorgas Memorial Laboratory of Health Studies	Gonzalez Claudia et al
Panama/GMI-PA397859/2020	EPI_ISL_1225488		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Panama/GMI-PA435576/2020	EPI_ISL_1225523		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
CostaRica/INC-0116/2020	EPI_ISL_682256		AREA DE SALUD CORREDORES	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
Panama/GMI-PA380508/2020	EPI_ISL_1225466		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Panama/GMI-PA399344/2020	EPI_ISL_1225498		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
CostaRica/INC-0142/2020	EPI_ISL_770006		Hle - Asociacion Hogar De Ancianos De Palmar Sur De Osa	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
CostaRica/INC-0194/2020	EPI_ISL_914801		HOSPITAL DR. TOMAS CASAS CASAJUS	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
Panama/GMI-PA462137/2020	EPI_ISL_1225554		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Panama/GMI-PA312/2020	EPI_ISL_1502829		Hospital Regional Dr. Luis "Chicho" Fábrega	Gorgas Memorial Laboratory of Health Studies	Gonzalez Claudia et al
Panama/GMI-PA408787/2020	EPI_ISL_1225504		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Panama/GMI-PA427024/2020	EPI_ISL_1225516		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Panama/GMI-PA347199/2020	EPI_ISL_1225362		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Panama/GMI-PA437909/2020	EPI_ISL_1225530		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Panama/GMI-PA447387/2020	EPI_ISL_1225539		Gorgas Memorial Laboratory of Health Studies	Gorgas Memorial Laboratory of Health Studies	Yamilka Diaz et al
Qatar/QA-WCMQ_FD18272711/2020	EPI_ISL_1714700		Ministry of Public Health / Hamad Medical Corporation	Weill Cornell Medical College - Qatar (WCM-Q), Genomics Core Laboratory / Qatar Genome Project (QGP)	WCMQ: Ayeda A. Ahmed et al
Australia/QLD964/2020	EPI_ISL_530238		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Qatar/QA-WCMQ_FD18190017/2020	EPI_ISL_1714495		Ministry of Public Health / Hamad Medical Corporation	Weill Cornell Medical College - Qatar (WCM-Q), Genomics Core Laboratory / Qatar Genome Project (QGP)	WCMQ: Ayeda A. Ahmed et al
Qatar/QA-WCMQ_FD18193903/2020	EPI_ISL_1714630		Ministry of Public Health / Hamad Medical Corporation	Weill Cornell Medical College - Qatar (WCM-Q), Genomics Core Laboratory / Qatar Genome Project (QGP)	WCMQ: Ayeda A. Ahmed et al
