strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Australia/NSW760/2020	EPI_ISL_513402		4Cyte Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW-SAViD-2752/2020	EPI_ISL_537287		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/NSW2755/2020	EPI_ISL_569858		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/NSW976/2020	EPI_ISL_545048		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW962/2020	EPI_ISL_545034		Histopath	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1092/2020	EPI_ISL_593648		4Cyte Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW939/2020	EPI_ISL_545011		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW931/2020	EPI_ISL_547596		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW930/2020	EPI_ISL_547595		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/WA190/2020	EPI_ISL_596753		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA169/2020	EPI_ISL_596732		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA156/2020	EPI_ISL_596719		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/VIC16281/2020	EPI_ISL_641012		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC16192/2020	EPI_ISL_641017		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/NSW801/2020	EPI_ISL_526143		Laverty Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW2609/2020	EPI_ISL_678321		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Virology Research Laboratory; Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Foster et al
Australia/VIC15732/2020	EPI_ISL_593430		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/GC-292/2020	EPI_ISL_3026019	MZ410621.1	Geelong Centre for Emerging Infectious Diseases, Deakin University	Geelong Centre for Emerging Infectious Diseases, Deakin University	Chamings et al
Australia/GC-243/2020	EPI_ISL_3026016	MZ410618.1	Geelong Centre for Emerging Infectious Diseases, Deakin University	Geelong Centre for Emerging Infectious Diseases, Deakin University	Chamings et al
Australia/GC-251/2020	EPI_ISL_3026015	MZ410617.1	Geelong Centre for Emerging Infectious Diseases, Deakin University	Geelong Centre for Emerging Infectious Diseases, Deakin University	Chamings et al
Australia/GC-277/2020	EPI_ISL_3026020	MZ410622.1	Geelong Centre for Emerging Infectious Diseases, Deakin University	Geelong Centre for Emerging Infectious Diseases, Deakin University	Chamings et al
Australia/GC-291/2020	EPI_ISL_3026018	MZ410620.1	Geelong Centre for Emerging Infectious Diseases, Deakin University	Geelong Centre for Emerging Infectious Diseases, Deakin University	Chamings et al
Australia/GC-316/2020	EPI_ISL_3026017	MZ410619.1	Geelong Centre for Emerging Infectious Diseases, Deakin University	Geelong Centre for Emerging Infectious Diseases, Deakin University	Chamings et al
Australia/NSW1072/2020	EPI_ISL_593657		Pathology North - Hunter - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/TAS278/2020	EPI_ISL_522705		Royal Hobart Hospital Microbiology Department	MDU-PHL	Cooley L. et al
Australia/VIC2362/2020	EPI_ISL_522082	MT972214.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/NSW799/2020	EPI_ISL_526141		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW965/2020	EPI_ISL_545037		Sydney South West Pathology Service (SSWPS) - Concord Repatriation General Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW2616/2020	EPI_ISL_527063		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/NSW718/2020	EPI_ISL_513361		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW732/2020	EPI_ISL_513375		Pathology North - Royal North Shore Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW790/2020	EPI_ISL_526132		Pathology North - Royal North Shore Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW791/2020	EPI_ISL_526133		Pathology North - Royal North Shore Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/VIC3015/2020	EPI_ISL_521844	MT972417.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/NSW653/2020	EPI_ISL_498772		Laverty Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/VIC11997/2020	EPI_ISL_563504		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/NSW781/2020	EPI_ISL_526123		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW685/2020	EPI_ISL_513328		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW762/2020	EPI_ISL_513404		Laverty Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW756/2020	EPI_ISL_513398		St Vincent's Pathology (SydPath)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1090/2020	EPI_ISL_593762		Sydney South West Pathology Service (SSWPS) - Liverpool Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW2647/2020	EPI_ISL_527064		Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Area of Virology, Serology and Virology Division (SAViD), New South Wales Health Pathology Randwick	Rawlinson et al
Australia/NSW819/2020	EPI_ISL_526161		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW812/2020	EPI_ISL_526154		Pathology North - Royal North Shore Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/VIC1719/2020	EPI_ISL_456620	MT612302.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	Microbiological Diagnostic Unit Public Health Laboratory and Victorian Infectious Diseases Reference Laboratory, Doherty Institute	Caly L. et al B
Australia/VIC2448/2020	EPI_ISL_522154	MT972252.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC7222/2020	EPI_ISL_561749		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC12468/2020	EPI_ISL_591999		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC3853/2020	EPI_ISL_520566	MT970166.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC9305/2020	EPI_ISL_562631		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC12494/2020	EPI_ISL_640800		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC12624/2020	EPI_ISL_641198		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC8193/2020	EPI_ISL_562134		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC13894/2020	EPI_ISL_563868		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC10705/2020	EPI_ISL_563044		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC10753/2020	EPI_ISL_563071		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC3907/2020	EPI_ISL_520619	MT970282.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC7661/2020	EPI_ISL_562659		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly et al
Australia/VIC4026/2020	EPI_ISL_519412	MT970324.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/ACT0086/2020	EPI_ISL_498544		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/VIC8272/2020	EPI_ISL_561903		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC5276/2020	EPI_ISL_520041	MT971212.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/ACT0088/2020	EPI_ISL_498546		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/ACT0090/2020	EPI_ISL_498548		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/ACT0089/2020	EPI_ISL_498547		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/ACT0087/2020	EPI_ISL_498545		ACT Pathology	Schwessinger Lab	Ashley Jones et al
Australia/VIC1806/2020	EPI_ISL_480632		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC13875/2020	EPI_ISL_592337		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC16478/2020	EPI_ISL_641304		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15880/2020	EPI_ISL_641177		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC16451/2020	EPI_ISL_640954		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15120/2020	EPI_ISL_593146		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15685/2020	EPI_ISL_593412		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC15692/2020	EPI_ISL_592769		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC16205/2020	EPI_ISL_640682		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/QLD958/2020	EPI_ISL_530239		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/QLD1339/2020	EPI_ISL_849682		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
Australia/VIC4970/2020	EPI_ISL_519336	MT970652.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC10717/2020	EPI_ISL_562005		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC6433/2020	EPI_ISL_521224	MT972074.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC6341/2020	EPI_ISL_518323	MT971951.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/SA0443/2020	EPI_ISL_508134		SA Pathology	SA Pathology	Lex Leong et al
Australia/VIC7543/2020	EPI_ISL_564486		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/SA0472/2020	EPI_ISL_508605		SA Pathology	SA Pathology	Lex Leong et al
Australia/VIC2298/2020	EPI_ISL_522019	MT969441.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC2446/2020	EPI_ISL_522152	MT972250.1	Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC2519/2020	EPI_ISL_522214	MT969511.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/SA0477/2020	EPI_ISL_510543		SA Pathology	SA Pathology	Lex Leong et al
Australia/VIC12623/2020	EPI_ISL_640532		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC11822/2020	EPI_ISL_591864		Victorian Infectious Diseases Reference Laboratory (VIDRL)	VIDRL and MDU-PHL	Caly L. et al B
Australia/VIC18834/2020	EPI_ISL_2839574		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/NT53/2020	EPI_ISL_521862	MT972098.1	Royal Darwin Hospital Pathology	MDU-PHL	Meumann et al
Australia/VIC2523/2020	EPI_ISL_522217	MT969514.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/NSW629/2020	EPI_ISL_490038		Pathology West - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NT51/2020	EPI_ISL_521860	MT972099.1	Royal Darwin Hospital Pathology	MDU-PHL	Meumann et al
Australia/VIC16229/2020	EPI_ISL_641109		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC15783/2020	EPI_ISL_593456		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/WA154/2020	EPI_ISL_596717		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA145/2020	EPI_ISL_596708		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/WA112/2020	EPI_ISL_512765		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Australia/VIC4822/2020	EPI_ISL_519207	MT970953.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/VIC5358/2020	EPI_ISL_520121	MT971322.1	Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann T. et al B
Australia/QLD993/2020	EPI_ISL_530253		Queensland Health Forensic and Scientific Services, Public Health Virology	Public Health Virology Laboratory, Forensic and Scientific Services, Queensland Health	Son Nguyen et al
Australia/VIC10646/2020	EPI_ISL_562712		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
Australia/VIC12457/2020	EPI_ISL_562724		Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL)	MDU-PHL	Seemann et al
