strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
USA/ID-IBL-614435/2020	EPI_ISL_3064208		Idaho Bureau of Laboratories	Idaho Bureau of Laboratories	"R. Beukelman et al
USA/MT-BHDH-5399/2020	EPI_ISL_900741	MW796225.1	Bozeman Health Deaconess Hospital	Wiedenheft lab, Montana State University	Artem Nemudryi et al
NewZealand/20CV0273/2020	EPI_ISL_579066		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
USA/MO-MSPHL-000100/2020	EPI_ISL_1362651		Missouri State Public Health Laboratory	Missouri State Public Health Laboratory	Matthew Sinn et al
USA/MI-UM-10035981014/2020	EPI_ISL_583368		University of Michigan Clinical Microbiology Laboratory	Lauring Lab, University of Michigan, Department of Microbiology and Immunology	Valesano et al
USA/HI-OHSU-4569/2020	EPI_ISL_832727		OHSU Lab Services Molecular Microbiology Lab	Oregon SARS-CoV-2 Genome Sequencing Center	Brendan L. O'Connell et al
Mozambique/INS-K007946/2020	EPI_ISL_887500		Instituto Nacional de Saude (INS), Mozambique	KRISP, KZN Research Innovation and Sequencing Platform	Nalia Ismael et al
Mozambique/KRISP-MZ157469/2020	EPI_ISL_636977		HP Pemba	KRISP, KZN Research Innovation and Sequencing Platform	Ismael N et al
Mozambique/KRISP-MZ154278/2020	EPI_ISL_636975		HP Pemba	KRISP, KZN Research Innovation and Sequencing Platform	Ismael N et al
USA/AL-SV100V1/2020	EPI_ISL_509425	MT820128.1	Microbiology and Immunology, University of South Alabama	Microbiology and Immunology, University of South Alabama	Wood et al
USA/GA-CDC-GA-EHC-051Y/2020	EPI_ISL_2790698	MZ519410.1	Emory Molecular Diagnostics Laboratory, Emory Healthcare	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Kelleher et al
USA/ND-NDDH-0081/2020	EPI_ISL_1035843		North Dakota Department of Health, Public Health Laboratory	North Dakota Department of Health, Public Health Laboratory	Lisa Wingerter et al
USA/TN-CDC-JHTX-1302/2020	EPI_ISL_1373903	MW863962.1	Vanderbilt University Medical Center	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Jing Zhang et al
USA/MD-HP13094-PIDKVQTGAX/2020	EPI_ISL_2885164		Johns Hopkins Hospital Department of Pathology	Johns Hopkins Hospital Department of Pathology	C. Paul Morris et al
USA/KS-KHEL-2480/2020	EPI_ISL_2565834		Kansas Health and Environmental Lab	Kansas Health and Environmental Lab	Mike Grose et al
USA/NM-NMDOH-2020504495/2020	EPI_ISL_2574018	MZ410000.1	New Mexico Department of Health Scientific Laboratory	New Mexico Department of Health Scientific Laboratory	Ellie Johnson et al
USA/RI-USAFSAM-S189/2020	EPI_ISL_812534		United States Air Force School of Aerospace Medicine	United States Air Force School of Aerospace Medicine	Anthony Fries et al
USA/MN-MDH-1087/2020	EPI_ISL_470767		Minnesota Department of Health, Public Health Laboratory	Minnesota Department of Health, Public Health Laboratory	Matt Plumb et al
USA/CT-UW-510/2020	EPI_ISL_484885	MT750092.1	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	University of Wisconsin-Madison AIDS Vaccine Research Laboratories	Gage Moreno et al A
USA/MD-NIH-00027/2020	EPI_ISL_1306148	MW681016.1	Department of Laboratory Medicine, Clinical Center, National Institutes of Health	Laboratory of Parasitic Diseases, Systems Genomics Section, National Institute of Allergy and Infectious Diseases, National Institutes of Health	Allison Roder et al
USA/KS-UW-5501041/2020	EPI_ISL_2773921	MZ490446.1	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
Cyprus/Cy049004/2020	EPI_ISL_1164643		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Aruba/AW-RIVM-15501/2021	EPI_ISL_1216234		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
USA/PR-CDC-S372/2020	EPI_ISL_2426911		Centers for Disease Control and Prevention, Dengue Branch	Centers for Disease Control and Prevention, Dengue Branch	Gilberto A. Santiago et al
USA/PR-CDC-S376/2020	EPI_ISL_2426915		Centers for Disease Control and Prevention, Dengue Branch	Centers for Disease Control and Prevention, Dengue Branch	Gilberto A. Santiago et al
USA/PR-CDC-S125/2020	EPI_ISL_940992		Centers for Disease Control and Prevention, Dengue Branch	Centers for Disease Control and Prevention, Dengue Branch	Gilberto A. Santiago et al
USA/IN-CDC-2-3975882/2021	EPI_ISL_1272659	MW766478.1	IN State Department of Health Laboratory Services	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Krista Queen et al B
USA/PR-CDC-S121/2020	EPI_ISL_940988		Centers for Disease Control and Prevention, Dengue Branch	Centers for Disease Control and Prevention, Dengue Branch	Gilberto A. Santiago et al
Romania/USAFSAM-S566/2020	EPI_ISL_738325		Landstuhl Regional Medical Center	United States Air Force School of Aerospace Medicine	Anthony Fries et al
Romania/USAFSAM-S571/2020	EPI_ISL_738345		Landstuhl Regional Medical Center	United States Air Force School of Aerospace Medicine	Anthony Fries et al
USA/AR-CDC-2-3713953/2020	EPI_ISL_751697	MW495857.1	AR Dept. of Health-Public Health Lab	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al B
Canada/NL-NML-2416/2020	EPI_ISL_1055405		Dr. Leonard A. Miller Centre for Health Services	National Microbiology Laboratory (NML)	Anna Majer et al
Australia/NT52/2020	EPI_ISL_521861	MT972100.1	Royal Darwin Hospital Pathology	MDU-PHL	Meumann et al
USA/VA-DCLS-2055/2020	EPI_ISL_677225	MW338795.1	Virginia Division of Consolidated Laboratory Services	Virginia Division of Consolidated Laboratory Services	Virginia DCLS et al
USA/MI-MDHHS-SC21742/2020	EPI_ISL_529860		Michigan Department of Health and Human Services, Bureau of Laboratories	Michigan Department of Health and Human Services, Bureau of Laboratories	Blankenship HM et al
USA/MS-UT2043/2020	EPI_ISL_1912988		American Esoteric Laboratories	Colleen B. Jonsson	Walter Reichard et al
USA/ME-HETL-J0284/2020	EPI_ISL_755427		Maine Health and Environmental Testing Laboratory	Tewhey Lab, The Jackson Laboratory	Matluk et al
Mexico/COL-InDRE_FB11127_S1721/2021	EPI_ISL_1857276		LESP Colima	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Claudia Wong-Arambula et al
USA/LA-EVTL1255/2020	EPI_ISL_778921		LSUHS Emerging Viral Threat Laboratory	Microbial Genome Sequencing Center	Jeremy P. Kamil et al
Australia/QLD1512/2021	EPI_ISL_849761		Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Public Health Virology Laboratory, Forensic and Scientific Services (PHV-FSS)	Son Nguyen et al
USA/TN-CDC-2-4011868/2021	EPI_ISL_1318316	MW792660.1	TN Division of Laboratory Services	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Krista Queen et al B
USA/LA-EVTL2320/2020	EPI_ISL_1324347		LSUHS Emerging Viral Threat Laboratory	Microbial Genome Sequencing Center	Jeremy P. Kamil et al
USA/OH-USAFSAM-S265/2020	EPI_ISL_812595		United States Air Force School of Aerospace Medicine	United States Air Force School of Aerospace Medicine	Anthony Fries et al
USA/OH-USAFSAM-S318/2020	EPI_ISL_812632		United States Air Force School of Aerospace Medicine	United States Air Force School of Aerospace Medicine	Anthony Fries et al
USA/MT-BHDH-2631/2020	EPI_ISL_900719	MW861374.1	Bozeman Health Deaconess Hospital	Wiedenheft lab, Montana State University	Artem Nemudryi et al
NewZealand/20CV0363/2020	EPI_ISL_579106		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
USA/SD-SDPHL-0090/2020	EPI_ISL_1300447	MW783672.1	South Dakota Public Health Laboratory	South Dakota Public Health Laboratory	Jacob Garfin et al
USA/UT-UPHL-2101298867/2020	EPI_ISL_856804	MW590762.1	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
NorthernMarianaIslands/CDC-2-3831002/2020	EPI_ISL_1169485		Commonwealth Healthcare Center	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al B
Cyprus/Cy050763/2020	EPI_ISL_1164647		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Cyprus/Cy048646/2020	EPI_ISL_1164642		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Cyprus/Cy046715/2020	EPI_ISL_1164636		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Cyprus/Cy050465/2020	EPI_ISL_1164646		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Cyprus/Cy061494/2020	EPI_ISL_1164657		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Cyprus/Cy062044/2020	EPI_ISL_1164659		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
USA/ID-CDC-2-3714480/2020	EPI_ISL_751750	MW496067.1	ID Bureau of Laboratories	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al B
USA/OR-OHSU-4288/2020	EPI_ISL_832686		OHSU Lab Services Molecular Microbiology Lab	Oregon SARS-CoV-2 Genome Sequencing Center	Brendan L. O'Connell et al
USA/UT-UPHL-2105969128/2020	EPI_ISL_2291003	MZ471618.1	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
Australia/NSW1298/2020	EPI_ISL_767864		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Australia/NSW1431/2020	EPI_ISL_806718		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
USA/UT-UPHL-2105269201/2021	EPI_ISL_2291944		Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
NorthernMarianaIslands/CDC-2-3831123/2020	EPI_ISL_1169499		Commonwealth Healthcare Center	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al B
USA/NV-NSPHL-LV_294835/2021	EPI_ISL_1136138	MZ473671.1	Nevada State Public Health Laboratory	Nevada State Public Health Laboratory	Andrew Gorzalski et al
USA/NV-NSPHL-NV2025808/2020	EPI_ISL_1263143	MZ473759.1	Nevada State Public Health Laboratory	Nevada State Public Health Laboratory	Andrew Gorzalski et al
USA/SC_NIDDL_18352/2020	EPI_ISL_1624280	MW976903.1	Naval Infectious Diseases Diagnostic Laboratory	Naval Medical Research Center Biological Defense Research Directorate	Logan Voegtly et al
USA/UT-UPHL-2103271779/2021	EPI_ISL_1483163	MW876936.1	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin L. Young et al
USA/UT-UPHL-2101536992/2020	EPI_ISL_802956	MW476624.1	Utah Public Health Laboratory	Utah Public Health Laboratory	Erin Young et al
USA/UT-CDC-2-4044418/2020	EPI_ISL_903910	MW550440.1	UT-Unified State Labs: Public Health Utah DOH	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al B
NorthernMarianaIslands/CDC-2-3831117/2020	EPI_ISL_1169539		Commonwealth Healthcare Center	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al B
USA/ID-CDC-2-3714353/2020	EPI_ISL_751780	MW496074.1	ID Bureau of Laboratories	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al B
Australia/NSW-R0094/2021	EPI_ISL_1121983		New South Wales Health Pathology Royal Prince Alfred Hospital	Microbiology RPAH	Foster et al
USA/MT-RML-14/2020	EPI_ISL_3050736		Virus Ecology, NIH	Virus Ecology, NIH	Van Doremalen et al
NewZealand/20CV0426/2020	EPI_ISL_622808		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Guam/GU-CDC-2-3847016/2020	EPI_ISL_1273049	MW766868.1	Guam Public Health Laboratory	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Krista Queen et al B
Guam/GU-CDC-2-3847047/2020	EPI_ISL_1273052	MW766871.1	Guam Public Health Laboratory	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Krista Queen et al B
USA/MN-MDH-2862/2021	EPI_ISL_1132731	MW893483.1	Mayo Clinic & Mayo Clinic Laboratories	Minnesota Department of Health, Public Health Laboratory	Alexandra Lorentz et al
Serbia/Belgrade-1776383012/2020	EPI_ISL_1017680		Institute of Virology, Vaccines and Sera ''Torlak''	Institute of microbiology and Immunology, Faculty of Medicine, University of Belgrade	Knezevic et al
USA/AK-CDC-2-3920727/2020	EPI_ISL_1225877	MW730909.1	"AK State Public Health Lab, State Health Department"	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Krista Queen et al B
Australia/WA628/2021	EPI_ISL_1198802		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
USA/KY-CDC-2-4044124/2021	EPI_ISL_1446347	MW849887.1	KY State Public Health Lab	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Mili Sheth et al
Djibouti/NAMRU3-B201/2021	EPI_ISL_2533834	MZ394581.1	Naval Medical Research Unit No. 3	Naval Medical Research Center Biological Defense Research Directorate	Catherine E. Arnold et al
Djibouti/NAMRU3_B337/2021	EPI_ISL_2858636	MZ520112.1	Naval Medical Research Unit No. 3	Naval Medical Research Center Biological Defense Research Directorate	Catherine E. Arnold et al
NewZealand/21CV0048/2021	EPI_ISL_843198		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/21CV0055/2021	EPI_ISL_843200		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/21CV0074/2021	EPI_ISL_843194		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/21CV0093/2021	EPI_ISL_877219		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/21CV0116/2021	EPI_ISL_1016882		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
NewZealand/21CV0115/2021	EPI_ISL_1016881		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Mexico/MIC-InDRE-68/2020	EPI_ISL_576271		Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Ernesto Ramirez-Gonzalez et al
Mexico/TAM-INER-IMSS-00255/2021	EPI_ISL_1279517		Centro de Investigación Biomédica del Noreste (CIBIN)	Instituto Nacional de Enfermedades Respiratorias (INER): Centro de Investigación en Enfermedades Infecciosas (CIENI)	Consorcio Mexicano de Vigilancia Genómica (CoViGen-Mex). Authors (in alphabetical order): Julio Elias Alvarado-Yaah et al
USA/TX-HMH-MCoV-12608/2020	EPI_ISL_790417		Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
Australia/NSW1475/2021	EPI_ISL_857310		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
USA/MA-MGH-02999/2020	EPI_ISL_765675	MW454575.1	Massachusetts General Hospital	Infectious Disease Program, Broad Institute of Harvard and MIT	Lemieux et al
Canada/BC-BCCDC-35267/2020	EPI_ISL_2498200		BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	Prystajecky Natalie et al
USA/CO-CDPHE-2011210349/2020	EPI_ISL_771275	MW645536.1	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
USA/WY-WPHL-20103831/2020	EPI_ISL_1335762		Wyoming Public Health Laboratory	Wyoming Public Health Laboratory	Jim Mildenberger et al
Canada/ON-PPS-00231/2020	EPI_ISL_853233		Toronto Invasive Bacterial Diseases Network	Ontario Institute for Cancer Research	Allison McGeer et al
Canada/ON-SC4246/2020	EPI_ISL_1739947		Ontario's COVID-19 Genomics Rapid Response Coalition	McMaster University	Allison McGeer et al
USA/MN-MDH-2201/2020	EPI_ISL_723152	MW390834.1	Vault Health	Minnesota Department of Health, Public Health Laboratory	Alexandra Lorentz et al
USA/NV-NSPHL-NV2066161/2021	EPI_ISL_1136500	MZ474136.1	Nevada State Public Health Laboratory	Nevada State Public Health Laboratory	Andrew Gorzalski et al
USA/NM-DOH-2020632323/2020	EPI_ISL_766923		New Mexico Department of Health Scientific Laboratory	New Mexico Department of Health Scientific Laboratory	D'eldra Malone et al
USA/TX-HMH-MCoV-14704/2020	EPI_ISL_787989		Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
USA/OK-USAFSAM-S243/2020	EPI_ISL_812578		United States Air Force School of Aerospace Medicine	United States Air Force School of Aerospace Medicine	Anthony Fries et al
USA/KS-KSU-2673/2020	EPI_ISL_1423980		Lafene Health Center	Kansas State Veterinary Diagnostic Laboratory	Tyler Doerksen et al
Mexico/JAL-InDRE_434/2021	EPI_ISL_1168512		Instituto de Diagnostico y Referencia Epidemiologicos INDRE_RNLSP	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Claudia Wong-Arambula et al
USA/MO-CDC-LC00000053/2020	EPI_ISL_888379		Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
Poland/Masovia-14512/2020	EPI_ISL_754909		Laboratory Diagnostics and Clinical Immunology of Developmental Age, Medical University of Warsaw	genXone SA, Research & Development Laboratory; The Faculty of Mathematics, Informatics and Mechanics of the University of Warsaw	Maciej Sykulski et al
Australia/NSW1184/2020	EPI_ISL_667786		South Eastern Area Laboratory Services (SEALS)	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
USA/WA-CDC-4138993-001/2021	EPI_ISL_2673777	MZ456018.1	Kaiser Permanente Washington Health Research Institute	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Jing Zhang et al
USA/MS-USAFSAM-S234/2020	EPI_ISL_812569		United States Air Force School of Aerospace Medicine	United States Air Force School of Aerospace Medicine	Anthony Fries et al
USA/MS-USAFSAM-S281/2020	EPI_ISL_812604		United States Air Force School of Aerospace Medicine	United States Air Force School of Aerospace Medicine	Anthony Fries et al
USA/GU-CDC-2-4176742/2021	EPI_ISL_1818073	MZ058139.1	Guam Public Health Laboratory	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Mili Sheth et al
USA/GA-EHC-823S/2020	EPI_ISL_2321488	MZ313044.1	Emory University	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Mili Sheth et al
USA/VA-CDC-LC0018491/2021	EPI_ISL_1160002	MW707607.1	Laboratory Corporation of America	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
USA/GA-CDC-2-4106340/2020	EPI_ISL_1533542	MW907504.1	Atlanta VA Medical Center	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Yan Li et al A
Aruba/AW-RIVM-13177/2021	EPI_ISL_1035776		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
USA/GA-CDC-STM-000011856/2021	EPI_ISL_1089432	MW673527.1	Helix / Illumina	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
USA/OK-QDX-3312/2020	EPI_ISL_884405	MW522471.1	Infectious Diseases, Quest Diagnostics	Infectious Diseases, Quest Diagnostics	Rosenthal et al
Mexico/DUR-INER-IMSS-00196/2021	EPI_ISL_1279467		Centro de Investigación Biomédica del Noreste (CIBIN)	Instituto Nacional de Enfermedades Respiratorias (INER): Centro de Investigación en Enfermedades Infecciosas (CIENI)	Consorcio Mexicano de Vigilancia Genómica (CoViGen-Mex). Authors (in alphabetical order): Julio Elias Alvarado-Yaah et al
Mexico/AGU-IBT-IMSS-238/2021	EPI_ISL_1288154		Laboratorio Central de Epidemiología (LCE)	Instituto de Biotecnología de la UNAM	Consorcio Mexicano de Vigilancia Genómica (CoViGen-Mex). Authors (in alphabetical order): Julio Elias Alvarado-Yaah et al
USA/AK-PHL1721/2020	EPI_ISL_528500		Alaska State Virology Laboratory	Alaska State Virology Laboratory	Chen J et al with Pathogenomics group Dagdag R et al
USA/VA-CDC-LC0038081/2021	EPI_ISL_1611424	MZ002545.1	Laboratory Corporation of America	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
Guatemala/GUA-LNS-1427/2021	EPI_ISL_2825079		Laboratorio Nacional de Salud	Laboratorio Nacional de Salud	Linda Mendoza et al
Aruba/AW-RIVM-10746/2021	EPI_ISL_1059906		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
DominicanRepublic/Yale-5548/2021	EPI_ISL_2776205		Instituto de Medicina Tropical & Salud Global (IMTSAG)	Grubaugh Lab - Yale School of Public Health	Joseph Fauver et al
USA/KY-KSPHL-100110/2020	EPI_ISL_982850		UK Healthcare Clinical Microbiology	Kentucky State Public Health Lab	Stephanie Lunn et al
USA/KY-CDC-3945636-001/2020	EPI_ISL_2621608	MZ393558.1	Respiratory Viruses Branch, US Centers for Disease Control and Prevention	Respiratory Viruses Branch, US Centers for Disease Control and Prevention	Tao et al
USA/OK-USAFSAM-S0413/2021	EPI_ISL_1036859		US Air Force School of Aerospace Medicine	US Air Force School of Aerospace Medicine	Anthony Fries et al
USA/WA-UW-2021041010819/2021	EPI_ISL_1785758	MZ233206.1	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/KS-CDC-LC00000306/2020	EPI_ISL_887599		Labcorp	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
USA/MI-UM-10036835773/2020	EPI_ISL_728461		University of Michigan Clinical Microbiology Laboratory	Lauring Lab, University of Michigan, Department of Microbiology and Immunology	Valesano et al
USA/AR-UNM-B218474/2021	EPI_ISL_2157272		Arkansas Children's Hospital	Center for Global Health, University of New Mexico Health Sciences Center	Daryl Domman et al
NewZealand/20CV0662/2020	EPI_ISL_732964		LabPLUS	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
USA/NC-UNCC-000522/2020	EPI_ISL_1938273		UNC Charlotte COVID-19 Testing Lab	UNC Charlotte Environmental Monitoring Laboratory	Cynthia Gibas et al
USA/MI-CDC-STM-A100412/2021	EPI_ISL_850779	MW519706.1	Helix / Illumina	Genomics and Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
USA/NC-CDC-QDX21398632/2021	EPI_ISL_1086315	MW666844.1	Quest Diagnostics Incorporated	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
USA/MS-CDC-STM-000011022/2021	EPI_ISL_1089228	MW673108.1	Helix / Illumina	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
USA/NC-UNC-0059/2021	EPI_ISL_965161		Clinical Molecular Microbiology Laboratory, UNC Hospitals	Jeremy Wang	Jeremy Wang et al
USA/CO-CDC-QDX23571686/2021	EPI_ISL_1648263	MW964841.1	Quest Diagnostics Incorporated	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Dakota Howard et al
USA/IL-Abbott-7783/2021	EPI_ISL_1597668		Rush University Medical Center	Abbott	Mary Hayden et al
USA/ME-HETL-J1543/2020	EPI_ISL_1048649		Maine HETL	Tewhey Lab, The Jackson Laboratory	Matluk et al
USA/LA-EVTL1080/2020	EPI_ISL_768350		LSUHS Emerging Viral Threat Laboratory	Microbial Genome Sequencing Center	Jeremy P. Kamil et al
USA/KS-CDC-LC0011958/2021	EPI_ISL_1038572	MW643658.1	Laboratory Corporation of America	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
USA/NJ-NYGC-V13/2021	EPI_ISL_2008116		Hackensack Medical Center	New York Genome Center	Michael Zody et al
USA/LA-EVTL1391/2020	EPI_ISL_779057		LSUHS Emerging Viral Threat Laboratory	Microbial Genome Sequencing Center	Jeremy P. Kamil et al
USA/AR-CDC-LC0004344/2021	EPI_ISL_1026003	MW638601.1	Laboratory Corporation of America	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
Honduras/19182/2021	EPI_ISL_2157585		Red - Regional de Vigilancia Genómica del COVID-19	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
USA/CO-CDPHE-2100498860/2021	EPI_ISL_1234114	MW796741.1	Colorado Department of Public Health and Environment	Colorado Department of Public Health and Environment	Laura Bankers et al
USA/WY-WPHL-20163613/2020	EPI_ISL_1372581		Wyoming Public Health Laboratory	Wyoming Public Health Laboratory	Jim Mildenberger et al
USA/AR-CDC-QDX21672229/2021	EPI_ISL_1087420	MW666191.1	Quest Diagnostics Incorporated	Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Peter W. Cook et al
USA/PA-MGEL-01852/2021	EPI_ISL_1373643		UPMC Clinical Microbiology Laboratory	Microbial Genome Sequencing Center; Microbial Genomic Epidemiology Laboratory, University of Pittsburgh	Lee H. Harrison et al
CostaRica/INC-0762/2021	EPI_ISL_3037795		AREA DE SALUD SANTA CRUZ	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte et al
Curacao/CW-RIVM-15638/2021	EPI_ISL_1232313		Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer et al
USA/TN-CDC-QDX22313746/2021	EPI_ISL_1220592	MW728608.1	Quest Diagnostics Incorporated	Centers for Disease Control and Prevention Division of Viral Diseases, Pathogen Discovery	Peter W. Cook et al
USA/CO-CDPHE-2100012992/2020	EPI_ISL_771152	MW645575.1	Colorado Department of Public Health and Environment	Colorado Department of Puplic Health and Environment	Laura Bankers et al
USA/MO-MSPHL-000524/2020	EPI_ISL_1392884		Missouri State Public Health Laboratory	Missouri State Public Health Laboratory	Matthew Sinn et al
USA/TX-HMH-MCoV-14898/2020	EPI_ISL_786382		Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
Mexico/AGU-IBT-IMSS-195/2021	EPI_ISL_1288392		Laboratorio Central de Epidemiología (LCE)	Instituto de Biotecnología de la UNAM	Consorcio Mexicano de Vigilancia Genómica (CoViGen-Mex). Authors (in alphabetical order): Julio Elias Alvarado-Yaah et al
USA/NC-NCSLPH_0041/2020	EPI_ISL_1036243	MW646598.1	NCSLPH	NCSLPH	Chase K et al
