Strain	WindowStart	WindowEnd	FractionIdentical
KY417142_Bat_SARS_like_CoV_As6526	22241	22340	0.37
KY417142_Bat_SARS_like_CoV_As6526	22271	22370	0.4
KY417142_Bat_SARS_like_CoV_As6526	22301	22400	0.42
KY417142_Bat_SARS_like_CoV_As6526	22331	22430	0.64
KY417142_Bat_SARS_like_CoV_As6526	22361	22460	0.64
KY417142_Bat_SARS_like_CoV_As6526	22391	22490	0.62
KY417142_Bat_SARS_like_CoV_As6526	22421	22520	0.68
KY417142_Bat_SARS_like_CoV_As6526	22451	22550	0.68
KY417142_Bat_SARS_like_CoV_As6526	22481	22580	0.72
KY417142_Bat_SARS_like_CoV_As6526	22511	22610	0.7
KY417142_Bat_SARS_like_CoV_As6526	22541	22640	0.67
KY417142_Bat_SARS_like_CoV_As6526	22571	22670	0.69
KY417142_Bat_SARS_like_CoV_As6526	22601	22700	0.69
KY417142_Bat_SARS_like_CoV_As6526	22631	22730	0.73
KY417142_Bat_SARS_like_CoV_As6526	22661	22760	0.76
KY417142_Bat_SARS_like_CoV_As6526	22691	22790	0.73
KY417142_Bat_SARS_like_CoV_As6526	22721	22820	0.71
KY417142_Bat_SARS_like_CoV_As6526	22751	22850	0.71
KY417142_Bat_SARS_like_CoV_As6526	22781	22880	0.74
KY417142_Bat_SARS_like_CoV_As6526	22811	22910	0.58
KY417142_Bat_SARS_like_CoV_As6526	22841	22940	0.54
KY417142_Bat_SARS_like_CoV_As6526	22871	22970	0.52
KY417142_Bat_SARS_like_CoV_As6526	22901	23000	0.53
KY417142_Bat_SARS_like_CoV_As6526	22931	23030	0.43
KY417142_Bat_SARS_like_CoV_As6526	22961	23060	0.3
KY417142_Bat_SARS_like_CoV_As6526	22991	23090	0.33
KY417142_Bat_SARS_like_CoV_As6526	23021	23120	0.48
KY417142_Bat_SARS_like_CoV_As6526	23051	23150	0.68
KY417142_Bat_SARS_like_CoV_As6526	23081	23180	0.71
KY417142_Bat_SARS_like_CoV_As6526	23111	23210	0.75
KY417142_Bat_SARS_like_CoV_As6526	23141	23240	0.71
KY417142_Bat_SARS_like_CoV_As6526	23171	23270	0.75
KY417142_Bat_SARS_like_CoV_As6526	23201	23300	0.71
KY417142_Bat_SARS_like_CoV_As6526	23231	23330	0.72
KY417142_Bat_SARS_like_CoV_As6526	23261	23360	0.76
KY417142_Bat_SARS_like_CoV_As6526	23291	23390	0.79
KY417142_Bat_SARS_like_CoV_As6526	23321	23420	0.82
KY417142_Bat_SARS_like_CoV_As6526	23351	23450	0.75
KY417142_Bat_SARS_like_CoV_As6526	23381	23480	0.74
KY417142_Bat_SARS_like_CoV_As6526	23411	23510	0.74
KY417142_Bat_SARS_like_CoV_As6526	23441	23540	0.74
KY417142_Bat_SARS_like_CoV_As6526	23471	23570	0.78
KY417142_Bat_SARS_like_CoV_As6526	23501	23600	0.74
KY417142_Bat_SARS_like_CoV_As6526	23531	23630	0.61
KY417142_Bat_SARS_like_CoV_As6526	23561	23660	0.6
KY417142_Bat_SARS_like_CoV_As6526	23591	23690	0.64
KY417142_Bat_SARS_like_CoV_As6526	23621	23720	0.78
KY417142_Bat_SARS_like_CoV_As6526	23651	23750	0.78
KY417142_Bat_SARS_like_CoV_As6526	23681	23780	0.8
KY417142_Bat_SARS_like_CoV_As6526	23711	23810	0.79
KY417142_Bat_SARS_like_CoV_As6526	23741	23840	0.76
KY417142_Bat_SARS_like_CoV_As6526	23771	23870	0.75
KY417142_Bat_SARS_like_CoV_As6526	23801	23900	0.69
KY417142_Bat_SARS_like_CoV_As6526	23831	23930	0.77
KY417142_Bat_SARS_like_CoV_As6526	23861	23960	0.76
KY417142_Bat_SARS_like_CoV_As6526	23891	23990	0.82
KY417142_Bat_SARS_like_CoV_As6526	23921	24020	0.85
KY417142_Bat_SARS_like_CoV_As6526	23951	24050	0.84
KY417142_Bat_SARS_like_CoV_As6526	23981	24080	0.82
KY417142_Bat_SARS_like_CoV_As6526	24011	24110	0.85
KY417142_Bat_SARS_like_CoV_As6526	24041	24140	0.86
KY417142_Bat_SARS_like_CoV_As6526	24071	24170	0.86
KY417142_Bat_SARS_like_CoV_As6526	24102	24201	0.81
KY417142_Bat_SARS_like_CoV_As6526	24132	24231	0.77
KY417142_Bat_SARS_like_CoV_As6526	24162	24261	0.76
KY417142_Bat_SARS_like_CoV_As6526	24192	24291	0.79
KY417142_Bat_SARS_like_CoV_As6526	24222	24321	0.87
KY417142_Bat_SARS_like_CoV_As6526	24252	24351	0.87
KY417142_Bat_SARS_like_CoV_As6526	24282	24381	0.81
KY417142_Bat_SARS_like_CoV_As6526	24312	24411	0.76
KY417142_Bat_SARS_like_CoV_As6526	24342	24441	0.73
KY417142_Bat_SARS_like_CoV_As6526	24372	24471	0.81
KY417142_Bat_SARS_like_CoV_As6526	24402	24501	0.87
KY417142_Bat_SARS_like_CoV_As6526	24432	24531	0.89
KY417142_Bat_SARS_like_CoV_As6526	24462	24561	0.9
KY417142_Bat_SARS_like_CoV_As6526	24492	24591	0.82
KY417142_Bat_SARS_like_CoV_As6526	24522	24621	0.83
KY417142_Bat_SARS_like_CoV_As6526	24552	24651	0.87
KY417142_Bat_SARS_like_CoV_As6526	24582	24681	0.93
KY417142_Bat_SARS_like_CoV_As6526	24612	24711	0.94
KY417142_Bat_SARS_like_CoV_As6526	24642	24741	0.88
KY417142_Bat_SARS_like_CoV_As6526	24672	24771	0.82
KY417142_Bat_SARS_like_CoV_As6526	24702	24801	0.8
KY417142_Bat_SARS_like_CoV_As6526	24732	24831	0.8
KY417142_Bat_SARS_like_CoV_As6526	24762	24861	0.82
KY417142_Bat_SARS_like_CoV_As6526	24792	24891	0.81
KY417142_Bat_SARS_like_CoV_As6526	24822	24921	0.78
KY417142_Bat_SARS_like_CoV_As6526	24852	24951	0.78
KY417142_Bat_SARS_like_CoV_As6526	24882	24981	0.81
KY417142_Bat_SARS_like_CoV_As6526	24912	25011	0.82
KY417142_Bat_SARS_like_CoV_As6526	24942	25041	0.79
KY417142_Bat_SARS_like_CoV_As6526	24972	25071	0.81
KY417142_Bat_SARS_like_CoV_As6526	25002	25101	0.81
KY417142_Bat_SARS_like_CoV_As6526	25032	25131	0.87
KY417142_Bat_SARS_like_CoV_As6526	25062	25161	0.86
KY417142_Bat_SARS_like_CoV_As6526	25092	25191	0.86
KY417142_Bat_SARS_like_CoV_As6526	25122	25221	0.84
KY417142_Bat_SARS_like_CoV_As6526	25152	25251	0.81
KY417142_Bat_SARS_like_CoV_As6526	25182	25281	0.79
KY417142_Bat_SARS_like_CoV_As6526	25212	25311	0.76
KY417142_Bat_SARS_like_CoV_As6526	25242	25341	0.79
KY417142_Bat_SARS_like_CoV_As6526	25272	25371	0.88
KY417142_Bat_SARS_like_CoV_As6526	25302	25401	0.9
KY417142_Bat_SARS_like_CoV_As6526	25332	25431	0.88
KY417142_Bat_SARS_like_CoV_As6526	25362	25461	0.74
KY417142_Bat_SARS_like_CoV_As6526	25392	25491	0.69
KY417142_Bat_SARS_like_CoV_As6526	25422	25521	0.72
KY417142_Bat_SARS_like_CoV_As6526	25452	25551	0.86
KY417142_Bat_SARS_like_CoV_As6526	25482	25581	0.93
KY417142_Bat_SARS_like_CoV_As6526	25512	25611	0.85
KY417142_Bat_SARS_like_CoV_As6526	25542	25641	0.78
KY417142_Bat_SARS_like_CoV_As6526	25572	25671	0.73
KY417142_Bat_SARS_like_CoV_As6526	25602	25701	0.72
KY417142_Bat_SARS_like_CoV_As6526	25632	25731	0.71
KY417142_Bat_SARS_like_CoV_As6526	25662	25761	0.62
KY417142_Bat_SARS_like_CoV_As6526	25692	25791	0.6
KY417142_Bat_SARS_like_CoV_As6526	25722	25821	0.66
KY417142_Bat_SARS_like_CoV_As6526	25752	25851	0.74
KY417142_Bat_SARS_like_CoV_As6526	25782	25881	0.8
KY417142_Bat_SARS_like_CoV_As6526	25812	25911	0.77
KY417142_Bat_SARS_like_CoV_As6526	25842	25941	0.67
KY417142_Bat_SARS_like_CoV_As6526	25872	25971	0.7
KY417142_Bat_SARS_like_CoV_As6526	25902	26001	0.7
KY417142_Bat_SARS_like_CoV_As6526	25932	26031	0.72
KY417142_Bat_SARS_like_CoV_As6526	25962	26061	0.7
KY417142_Bat_SARS_like_CoV_As6526	25992	26091	0.73
KY417142_Bat_SARS_like_CoV_As6526	26022	26121	0.71
KY417142_Bat_SARS_like_CoV_As6526	26052	26151	0.76
KY417142_Bat_SARS_like_CoV_As6526	26082	26181	0.77
KY417142_Bat_SARS_like_CoV_As6526	26112	26211	0.84
KY417142_Bat_SARS_like_CoV_As6526	26142	26241	0.89
KY417142_Bat_SARS_like_CoV_As6526	26172	26271	0.93
KY417142_Bat_SARS_like_CoV_As6526	26202	26301	0.95
KY417142_Bat_SARS_like_CoV_As6526	26232	26331	0.98
KY417142_Bat_SARS_like_CoV_As6526	26262	26361	0.98
KY417142_Bat_SARS_like_CoV_As6526	26292	26391	0.99
KY417142_Bat_SARS_like_CoV_As6526	26322	26421	0.92
KY417142_Bat_SARS_like_CoV_As6526	26352	26451	0.89
KY417142_Bat_SARS_like_CoV_As6526	26383	26482	0.88
KY417142_Bat_SARS_like_CoV_As6526	26413	26512	0.88
KY417142_Bat_SARS_like_CoV_As6526	26443	26542	0.77
KY417142_Bat_SARS_like_CoV_As6526	26473	26572	0.74
KY417142_Bat_SARS_like_CoV_As6526	26503	26602	0.8
KY417142_Bat_SARS_like_CoV_As6526	26533	26632	0.86
KY417142_Bat_SARS_like_CoV_As6526	26563	26662	0.85
KY417142_Bat_SARS_like_CoV_As6526	26593	26692	0.81
KY417142_Bat_SARS_like_CoV_As6526	26623	26722	0.83
KY417142_Bat_SARS_like_CoV_As6526	26653	26752	0.85
KY417142_Bat_SARS_like_CoV_As6526	26683	26782	0.86
KY417142_Bat_SARS_like_CoV_As6526	26713	26812	0.89
KY417142_Bat_SARS_like_CoV_As6526	26743	26842	0.87
KY417142_Bat_SARS_like_CoV_As6526	26773	26872	0.88
KY417142_Bat_SARS_like_CoV_As6526	26803	26902	0.84
KY417142_Bat_SARS_like_CoV_As6526	26833	26932	0.83
KY417142_Bat_SARS_like_CoV_As6526	26863	26962	0.84
KY417142_Bat_SARS_like_CoV_As6526	26893	26992	0.77
KY417142_Bat_SARS_like_CoV_As6526	26923	27022	0.81
KY417142_Bat_SARS_like_CoV_As6526	26953	27052	0.84
KY417142_Bat_SARS_like_CoV_As6526	26983	27082	0.89
KY417142_Bat_SARS_like_CoV_As6526	27013	27112	0.89
KY417142_Bat_SARS_like_CoV_As6526	27043	27142	0.87
KY417142_Bat_SARS_like_CoV_As6526	27073	27172	0.83
KY417142_Bat_SARS_like_CoV_As6526	27103	27202	0.87
KY417142_Bat_SARS_like_CoV_As6526	27133	27232	0.89
KY417142_Bat_SARS_like_CoV_As6526	27163	27262	0.9
KY417142_Bat_SARS_like_CoV_As6526	27193	27292	0.87
KY417142_Bat_SARS_like_CoV_As6526	27223	27322	0.76
KY417142_Bat_SARS_like_CoV_As6526	27253	27352	0.75
KY417142_Bat_SARS_like_CoV_As6526	27283	27382	0.73
KY417142_Bat_SARS_like_CoV_As6526	27313	27412	0.79
KY417142_Bat_SARS_like_CoV_As6526	27343	27442	0.78
KY417142_Bat_SARS_like_CoV_As6526	27373	27472	0.81
KY417142_Bat_SARS_like_CoV_As6526	27403	27502	0.81
KY417142_Bat_SARS_like_CoV_As6526	27433	27532	0.89
KY417142_Bat_SARS_like_CoV_As6526	27463	27562	0.9
KY417142_Bat_SARS_like_CoV_As6526	27493	27592	0.9
KY417142_Bat_SARS_like_CoV_As6526	27523	27622	0.83
KY417142_Bat_SARS_like_CoV_As6526	27553	27652	0.82
KY417142_Bat_SARS_like_CoV_As6526	27583	27682	0.84
KY417142_Bat_SARS_like_CoV_As6526	27613	27712	0.84
KY417142_Bat_SARS_like_CoV_As6526	27643	27742	0.84
KY417142_Bat_SARS_like_CoV_As6526	27673	27772	0.8
KY417142_Bat_SARS_like_CoV_As6526	27703	27802	0.86
KY417142_Bat_SARS_like_CoV_As6526	27733	27832	0.89
KY417142_Bat_SARS_like_CoV_As6526	27763	27862	0.9
KY417142_Bat_SARS_like_CoV_As6526	27793	27892	0.85
KY417142_Bat_SARS_like_CoV_As6526	27823	27922	0.79
KY417142_Bat_SARS_like_CoV_As6526	27853	27952	0.69
KY417142_Bat_SARS_like_CoV_As6526	27883	27982	0.7
KY417142_Bat_SARS_like_CoV_As6526	27913	28012	0.67
KY417142_Bat_SARS_like_CoV_As6526	27943	28042	0.69
KY417142_Bat_SARS_like_CoV_As6526	27973	28072	0.66
KY417142_Bat_SARS_like_CoV_As6526	28003	28102	0.59
KY417142_Bat_SARS_like_CoV_As6526	28033	28132	0.55
KY417142_Bat_SARS_like_CoV_As6526	28063	28162	0.58
KY417142_Bat_SARS_like_CoV_As6526	28093	28192	0.59
KY417142_Bat_SARS_like_CoV_As6526	28123	28222	0.67
KY417142_Bat_SARS_like_CoV_As6526	28153	28252	0.75
KY417142_Bat_SARS_like_CoV_As6526	28183	28282	0.87
KY417142_Bat_SARS_like_CoV_As6526	28213	28312	0.93
KY417142_Bat_SARS_like_CoV_As6526	28243	28342	0.93
KY417142_Bat_SARS_like_CoV_As6526	28273	28372	0.9
KY417142_Bat_SARS_like_CoV_As6526	28303	28402	0.82
KY417142_Bat_SARS_like_CoV_As6526	28333	28432	0.86
KY417142_Bat_SARS_like_CoV_As6526	28363	28462	0.85
KY417142_Bat_SARS_like_CoV_As6526	28393	28492	0.9
KY417142_Bat_SARS_like_CoV_As6526	28423	28522	0.9
KY417142_Bat_SARS_like_CoV_As6526	28453	28552	0.91
KY417142_Bat_SARS_like_CoV_As6526	28483	28582	0.92
KY417142_Bat_SARS_like_CoV_As6526	28513	28612	0.92
KY417142_Bat_SARS_like_CoV_As6526	28543	28642	0.88
KY417142_Bat_SARS_like_CoV_As6526	28573	28672	0.87
KY417142_Bat_SARS_like_CoV_As6526	28603	28702	0.89
KY417142_Bat_SARS_like_CoV_As6526	28633	28732	0.9
KY417142_Bat_SARS_like_CoV_As6526	28664	28763	0.9
KY417142_Bat_SARS_like_CoV_As6526	28694	28793	0.93
KY417142_Bat_SARS_like_CoV_As6526	28724	28823	0.94
KY417142_Bat_SARS_like_CoV_As6526	28754	28853	0.93
KY417142_Bat_SARS_like_CoV_As6526	28784	28883	0.92
KY417142_Bat_SARS_like_CoV_As6526	28814	28913	0.86
KY417142_Bat_SARS_like_CoV_As6526	28844	28943	0.79
KY417142_Bat_SARS_like_CoV_As6526	28874	28973	0.82
KY417142_Bat_SARS_like_CoV_As6526	28904	29003	0.84
KY417142_Bat_SARS_like_CoV_As6526	28934	29033	0.94
KY417142_Bat_SARS_like_CoV_As6526	28964	29063	0.95
KY417142_Bat_SARS_like_CoV_As6526	28994	29093	0.88
KY417142_Bat_SARS_like_CoV_As6526	29024	29123	0.85
KY417142_Bat_SARS_like_CoV_As6526	29054	29153	0.84
KY417142_Bat_SARS_like_CoV_As6526	29084	29183	0.91
KY417142_Bat_SARS_like_CoV_As6526	29114	29213	0.9
KY417142_Bat_SARS_like_CoV_As6526	29144	29243	0.93
KY417142_Bat_SARS_like_CoV_As6526	29174	29273	0.88
KY417142_Bat_SARS_like_CoV_As6526	29204	29303	0.87
KY417142_Bat_SARS_like_CoV_As6526	29234	29333	0.84
KY417142_Bat_SARS_like_CoV_As6526	29264	29363	0.83
KY417142_Bat_SARS_like_CoV_As6526	29294	29393	0.91
KY417142_Bat_SARS_like_CoV_As6526	29324	29423	0.9
KY417142_Bat_SARS_like_CoV_As6526	29354	29453	0.88
KY417142_Bat_SARS_like_CoV_As6526	29384	29483	0.84
KY417142_Bat_SARS_like_CoV_As6526	29414	29513	0.81
KY417142_Bat_SARS_like_CoV_As6526	29444	29543	0.83
KY417142_Bat_SARS_like_CoV_As6526	29474	29573	0.88
KY417142_Bat_SARS_like_CoV_As6526	29504	29603	0.9
KY417142_Bat_SARS_like_CoV_As6526	29534	29633	0.93
KY417142_Bat_SARS_like_CoV_As6526	29564	29663	0.91
KY417142_Bat_SARS_like_CoV_As6526	29594	29693	0.93
KY417142_Bat_SARS_like_CoV_As6526	29624	29723	0.94
KY417142_Bat_SARS_like_CoV_As6526	29654	29753	0.99
KY417142_Bat_SARS_like_CoV_As6526	29684	29783	0.97
KY417142_Bat_SARS_like_CoV_As6526	29714	29813	0.98
KY417142_Bat_SARS_like_CoV_As6526	29744	29843	0.98
KY417142_Bat_SARS_like_CoV_As6526	29774	29873	0.97
KY417142_Bat_SARS_like_CoV_As6526	29804	29903	0.67
KY417147_Bat_SARS_like_CoV_Rs4237	1	100	0.84
KY417147_Bat_SARS_like_CoV_Rs4237	31	130	0.92
KY417147_Bat_SARS_like_CoV_Rs4237	61	160	0.9
KY417147_Bat_SARS_like_CoV_Rs4237	91	190	0.87
KY417147_Bat_SARS_like_CoV_Rs4237	121	220	0.88
KY417147_Bat_SARS_like_CoV_Rs4237	151	250	0.91
KY417147_Bat_SARS_like_CoV_Rs4237	181	280	0.94
KY417147_Bat_SARS_like_CoV_Rs4237	211	310	0.94
KY417147_Bat_SARS_like_CoV_Rs4237	241	340	0.93
KY417147_Bat_SARS_like_CoV_Rs4237	271	370	0.88
KY417147_Bat_SARS_like_CoV_Rs4237	301	400	0.86
KY417147_Bat_SARS_like_CoV_Rs4237	331	430	0.84
KY417147_Bat_SARS_like_CoV_Rs4237	361	460	0.83
KY417147_Bat_SARS_like_CoV_Rs4237	391	490	0.87
KY417147_Bat_SARS_like_CoV_Rs4237	421	520	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	451	550	0.75
KY417147_Bat_SARS_like_CoV_Rs4237	481	580	0.71
KY417147_Bat_SARS_like_CoV_Rs4237	511	610	0.76
KY417147_Bat_SARS_like_CoV_Rs4237	541	640	0.81
KY417147_Bat_SARS_like_CoV_Rs4237	571	670	0.83
KY417147_Bat_SARS_like_CoV_Rs4237	601	700	0.85
KY417147_Bat_SARS_like_CoV_Rs4237	631	730	0.86
KY417147_Bat_SARS_like_CoV_Rs4237	661	760	0.83
KY417147_Bat_SARS_like_CoV_Rs4237	691	790	0.81
KY417147_Bat_SARS_like_CoV_Rs4237	721	820	0.79
KY417147_Bat_SARS_like_CoV_Rs4237	751	850	0.83
KY417147_Bat_SARS_like_CoV_Rs4237	781	880	0.85
KY417147_Bat_SARS_like_CoV_Rs4237	811	910	0.8
KY417147_Bat_SARS_like_CoV_Rs4237	841	940	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	871	970	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	901	1000	0.8
KY417147_Bat_SARS_like_CoV_Rs4237	931	1030	0.81
KY417147_Bat_SARS_like_CoV_Rs4237	961	1060	0.82
KY417147_Bat_SARS_like_CoV_Rs4237	991	1090	0.82
KY417147_Bat_SARS_like_CoV_Rs4237	1021	1120	0.79
KY417147_Bat_SARS_like_CoV_Rs4237	1051	1150	0.8
KY417147_Bat_SARS_like_CoV_Rs4237	1081	1180	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	1111	1210	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	1141	1240	0.69
KY417147_Bat_SARS_like_CoV_Rs4237	1172	1271	0.74
KY417147_Bat_SARS_like_CoV_Rs4237	1202	1301	0.78
KY417147_Bat_SARS_like_CoV_Rs4237	1232	1331	0.78
KY417147_Bat_SARS_like_CoV_Rs4237	1262	1361	0.75
KY417147_Bat_SARS_like_CoV_Rs4237	1292	1391	0.68
KY417147_Bat_SARS_like_CoV_Rs4237	1322	1421	0.71
KY417147_Bat_SARS_like_CoV_Rs4237	1352	1451	0.67
KY417147_Bat_SARS_like_CoV_Rs4237	1382	1481	0.63
KY417147_Bat_SARS_like_CoV_Rs4237	1412	1511	0.66
KY417147_Bat_SARS_like_CoV_Rs4237	1442	1541	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	1472	1571	0.77
KY417147_Bat_SARS_like_CoV_Rs4237	1502	1601	0.67
KY417147_Bat_SARS_like_CoV_Rs4237	1532	1631	0.62
KY417147_Bat_SARS_like_CoV_Rs4237	1562	1661	0.56
KY417147_Bat_SARS_like_CoV_Rs4237	1592	1691	0.62
KY417147_Bat_SARS_like_CoV_Rs4237	1622	1721	0.75
KY417147_Bat_SARS_like_CoV_Rs4237	1652	1751	0.79
KY417147_Bat_SARS_like_CoV_Rs4237	1682	1781	0.77
KY417147_Bat_SARS_like_CoV_Rs4237	1712	1811	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	1742	1841	0.74
KY417147_Bat_SARS_like_CoV_Rs4237	1772	1871	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	1802	1901	0.7
KY417147_Bat_SARS_like_CoV_Rs4237	1832	1931	0.69
KY417147_Bat_SARS_like_CoV_Rs4237	1862	1961	0.66
KY417147_Bat_SARS_like_CoV_Rs4237	1892	1991	0.66
KY417147_Bat_SARS_like_CoV_Rs4237	1922	2021	0.61
KY417147_Bat_SARS_like_CoV_Rs4237	1952	2051	0.62
KY417147_Bat_SARS_like_CoV_Rs4237	1982	2081	0.62
KY417147_Bat_SARS_like_CoV_Rs4237	2012	2111	0.65
KY417147_Bat_SARS_like_CoV_Rs4237	2042	2141	0.69
KY417147_Bat_SARS_like_CoV_Rs4237	2072	2171	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	2102	2201	0.67
KY417147_Bat_SARS_like_CoV_Rs4237	2132	2231	0.69
KY417147_Bat_SARS_like_CoV_Rs4237	2162	2261	0.64
KY417147_Bat_SARS_like_CoV_Rs4237	2192	2291	0.6
KY417147_Bat_SARS_like_CoV_Rs4237	2222	2321	0.55
KY417147_Bat_SARS_like_CoV_Rs4237	2252	2351	0.55
KY417147_Bat_SARS_like_CoV_Rs4237	2282	2381	0.58
KY417147_Bat_SARS_like_CoV_Rs4237	2312	2411	0.59
KY417147_Bat_SARS_like_CoV_Rs4237	2342	2441	0.59
KY417147_Bat_SARS_like_CoV_Rs4237	2372	2471	0.61
KY417147_Bat_SARS_like_CoV_Rs4237	2402	2501	0.62
KY417147_Bat_SARS_like_CoV_Rs4237	2432	2531	0.63
KY417147_Bat_SARS_like_CoV_Rs4237	2462	2561	0.63
KY417147_Bat_SARS_like_CoV_Rs4237	2492	2591	0.51
KY417147_Bat_SARS_like_CoV_Rs4237	2522	2621	0.54
KY417147_Bat_SARS_like_CoV_Rs4237	2552	2651	0.55
KY417147_Bat_SARS_like_CoV_Rs4237	2582	2681	0.61
KY417147_Bat_SARS_like_CoV_Rs4237	2612	2711	0.65
KY417147_Bat_SARS_like_CoV_Rs4237	2642	2741	0.71
KY417147_Bat_SARS_like_CoV_Rs4237	2672	2771	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	2702	2801	0.78
KY417147_Bat_SARS_like_CoV_Rs4237	2732	2831	0.78
KY417147_Bat_SARS_like_CoV_Rs4237	2762	2861	0.81
KY417147_Bat_SARS_like_CoV_Rs4237	2792	2891	0.8
KY417147_Bat_SARS_like_CoV_Rs4237	2822	2921	0.82
KY417147_Bat_SARS_like_CoV_Rs4237	2852	2951	0.76
KY417147_Bat_SARS_like_CoV_Rs4237	2882	2981	0.78
KY417147_Bat_SARS_like_CoV_Rs4237	2912	3011	0.75
KY417147_Bat_SARS_like_CoV_Rs4237	2942	3041	0.77
KY417147_Bat_SARS_like_CoV_Rs4237	2972	3071	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	3002	3101	0.65
KY417147_Bat_SARS_like_CoV_Rs4237	3032	3131	0.67
KY417147_Bat_SARS_like_CoV_Rs4237	3062	3161	0.67
KY417147_Bat_SARS_like_CoV_Rs4237	3092	3191	0.62
KY417147_Bat_SARS_like_CoV_Rs4237	3122	3221	0.65
KY417147_Bat_SARS_like_CoV_Rs4237	3152	3251	0.41
KY417147_Bat_SARS_like_CoV_Rs4237	3182	3281	0.29
KY417147_Bat_SARS_like_CoV_Rs4237	3212	3311	0.15
KY417147_Bat_SARS_like_CoV_Rs4237	3242	3341	0.21
KY417147_Bat_SARS_like_CoV_Rs4237	3272	3371	0.46
KY417147_Bat_SARS_like_CoV_Rs4237	3302	3401	0.65
KY417147_Bat_SARS_like_CoV_Rs4237	3332	3431	0.69
KY417147_Bat_SARS_like_CoV_Rs4237	3362	3461	0.7
KY417147_Bat_SARS_like_CoV_Rs4237	3392	3491	0.69
KY417147_Bat_SARS_like_CoV_Rs4237	3422	3521	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	3453	3552	0.69
KY417147_Bat_SARS_like_CoV_Rs4237	3483	3582	0.62
KY417147_Bat_SARS_like_CoV_Rs4237	3513	3612	0.65
KY417147_Bat_SARS_like_CoV_Rs4237	3543	3642	0.68
KY417147_Bat_SARS_like_CoV_Rs4237	3573	3672	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	3603	3702	0.74
KY417147_Bat_SARS_like_CoV_Rs4237	3633	3732	0.77
KY417147_Bat_SARS_like_CoV_Rs4237	3663	3762	0.74
KY417147_Bat_SARS_like_CoV_Rs4237	3693	3792	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	3723	3822	0.68
KY417147_Bat_SARS_like_CoV_Rs4237	3753	3852	0.56
KY417147_Bat_SARS_like_CoV_Rs4237	3783	3882	0.47
KY417147_Bat_SARS_like_CoV_Rs4237	3813	3912	0.38
KY417147_Bat_SARS_like_CoV_Rs4237	3843	3942	0.36
KY417147_Bat_SARS_like_CoV_Rs4237	3873	3972	0.44
KY417147_Bat_SARS_like_CoV_Rs4237	3903	4002	0.58
KY417147_Bat_SARS_like_CoV_Rs4237	3933	4032	0.66
KY417147_Bat_SARS_like_CoV_Rs4237	3963	4062	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	3993	4092	0.65
KY417147_Bat_SARS_like_CoV_Rs4237	4023	4122	0.61
KY417147_Bat_SARS_like_CoV_Rs4237	4053	4152	0.6
KY417147_Bat_SARS_like_CoV_Rs4237	4083	4182	0.64
KY417147_Bat_SARS_like_CoV_Rs4237	4113	4212	0.7
KY417147_Bat_SARS_like_CoV_Rs4237	4143	4242	0.74
KY417147_Bat_SARS_like_CoV_Rs4237	4173	4272	0.76
KY417147_Bat_SARS_like_CoV_Rs4237	4203	4302	0.7
KY417147_Bat_SARS_like_CoV_Rs4237	4233	4332	0.7
KY417147_Bat_SARS_like_CoV_Rs4237	4263	4362	0.66
KY417147_Bat_SARS_like_CoV_Rs4237	4293	4392	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	4323	4422	0.77
KY417147_Bat_SARS_like_CoV_Rs4237	4353	4452	0.79
KY417147_Bat_SARS_like_CoV_Rs4237	4383	4482	0.77
KY417147_Bat_SARS_like_CoV_Rs4237	4413	4512	0.71
KY417147_Bat_SARS_like_CoV_Rs4237	4443	4542	0.7
KY417147_Bat_SARS_like_CoV_Rs4237	4473	4572	0.69
KY417147_Bat_SARS_like_CoV_Rs4237	4503	4602	0.68
KY417147_Bat_SARS_like_CoV_Rs4237	4533	4632	0.74
KY417147_Bat_SARS_like_CoV_Rs4237	4563	4662	0.74
KY417147_Bat_SARS_like_CoV_Rs4237	4593	4692	0.75
KY417147_Bat_SARS_like_CoV_Rs4237	4623	4722	0.74
KY417147_Bat_SARS_like_CoV_Rs4237	4653	4752	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	4683	4782	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	4713	4812	0.75
KY417147_Bat_SARS_like_CoV_Rs4237	4743	4842	0.73
KY417147_Bat_SARS_like_CoV_Rs4237	4773	4872	0.77
KY417147_Bat_SARS_like_CoV_Rs4237	4803	4902	0.72
KY417147_Bat_SARS_like_CoV_Rs4237	4833	4932	0.7
