strain	gisaid_epi_isl	genbank_accession	originating_lab	submitting_lab	author
Japan/PG-10076/2020	EPI_ISL_900813		Pathogen Genomics Center, National Institute of Infectious Diseases	Pathogen Genomics Center, National Institute of Infectious Diseases	Tsuyoshi Sekizuka et al C
Mauritius/P-001261/2021	EPI_ISL_2499912		Virology Department, Central Health Laboratory	The Francis Crick Institute	Ramuth M et al
Ecuador/EC-G-124255/2020	EPI_ISL_826829		INSPI-CRN DE INFLUENZA Y OTROS VIRUS RESPIRATORIOS	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Mexico/MOR-InDRE_113/2020	EPI_ISL_913917		Instituto de Diagnostico y Referencia Epidemiologicos INDRE_RNLSP	Instituto de Diagnostico y Referencia Epidemiologicos (INDRE)	Claudia Wong-Arambula et al
Latvia/083/2020	EPI_ISL_501896		Centrālā laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
Latvia/085/2020	EPI_ISL_501922		Centrālā laboratorija	Latvian Biomedical Research and Study Centre	Ivars Silamiķelis et al
TrinidadandTobago/25889/2020	EPI_ISL_1490252		The Caribbean Public Health Agency	Carrington Lab, Department of PreClinical Sciences, Faculty of Medical Sciences, The University of the West Indies	Nikita S. D. Sahadeo et al
Peru/LIM-INS-810/2020	EPI_ISL_1532205		Laboratorio de Referencia Nacional de Virus Respiratorio. Instituto Nacional de Salud Perú	Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Perú	Carlos Padilla Rojas et al
Kenya/C18021/2020	EPI_ISL_806663	MW751381.1	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	KEMRI-Wellcome Trust Research Programme/KEMRI-CGMR-C Kilifi	Githinji et al
Philippines/PH-PGC-03148/2020	EPI_ISL_2155244		Research Institute for Tropical Medicine, Inc. (RITM)	Philippine Genome Center	Francis A. Tablizo et al
Chile/RM-32936/2021	EPI_ISL_1321541		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/ML-62238/2021	EPI_ISL_1470466		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Chile/RM-0705-04927581/2021	EPI_ISL_2467348		Clinica INDISA	"Facultad de Ciencias de la Vida, UNAB"	"Claudio Meneses et al
Indonesia/JB-WJHL-ITB-R109969/2020	EPI_ISL_747239		Kuningan Publlic Health Office	West Java Health Laboratory; School of Life Sciences and Technology, Institut Teknologi Bandung	Azzania Fibriani et al
Indonesia/BA-NIHRD-PME5833/2020	EPI_ISL_775596		Lab. Biologi Molekular FKIK Unwar, Bali	National Institute of Health Research and Development	Ikawati et al
Australia/WA586/2021	EPI_ISL_810969		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Chile/RM-112882/2020	EPI_ISL_1167869		Genetica Molecular and Subdepartamento de Virologia ISP Chile	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Mongolia/1853/2020	EPI_ISL_1805718		National Center for Communicable Diseases (NCCD) National Influenza Center	National Center for Communicable Diseases (NCCD) National Influenza Center	Naranzul Ts et al
Norway/5171/2020	EPI_ISL_708044		Dept. of Medical Microbiology, Stavanger University Hospital, Helse Stavanger HF	Norwegian Institute of Public Health, Department of Virology	Kathrine Stene-Johansen et al
Ecuador/178328/2021	EPI_ISL_940777		NSPI-CRN de Influenza y otros virus respiratorios	INSPI-Centro de Investigación Multidisciplinaria de la DTIDI	Leandro Patiño et al
Ecuador/UEES-12127/2021	EPI_ISL_1443679		Omics Sciences Laboratory	Omics Sciences Laboratory	Derly Andrade Molina et al
Ecuador/UEES-11552/2021	EPI_ISL_1443667		Omics Sciences Laboratory	Omics Sciences Laboratory	Derly Andrade Molina et al
Ecuador/UEES-12126/2021	EPI_ISL_1443678		Omics Sciences Laboratory	Omics Sciences Laboratory	Derly Andrade Molina et al
Cyprus/Cy025715/2020	EPI_ISL_1164627		Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Department of Molecular Virology, Cyprus Institute of Neurology and Genetics	Jan Richter et al
Nigeria/LA-CV261/2020	EPI_ISL_729945		Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E. et al B
Zambia/ZMB-29647/2020	EPI_ISL_977386		University of Zambia, School of Veterinary Medicine	UNZAVET and PATH	Mulenga Mwenda-Chimfwembe et al
Portugal/PT1555/2020	EPI_ISL_693568		Instituto Nacional de Saude (INSA)	Instituto Nacional de Saude (INSA)	Borges et al
Iran/Gilan-NICS1-58/2020	EPI_ISL_959281		National Influenza Center, Virology Department	National Influenza Center	NZ Shafiei Jandaghi et al
Ecuador/USFQ-147/2020	EPI_ISL_491937		Institute of Microbiology, Universidad San Francisco de Quito	Institute of Microbiology, Universidad San Francisco de Quito	Belén Prado-Vivar et al
Indonesia/BT-EIJK114/2020	EPI_ISL_947320		RS Sari Asih Ciledug	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Sukma Oktavianthi et al
Indonesia/JK-GSILab-28906/2020	EPI_ISL_2434123		Genomik Solidaritas Indonesia Laboratorium	Genomik Solidaritas Indonesia Laboratorium	Alfin Mohammad Abdillah et al
Indonesia/RUA-1-FKUA/2021	EPI_ISL_1533095		Diagnostic and Research Center of Infectious Diseases, Medical Faculty, Andalas University	Diagnostic and Research Center of Infectious Diseases, Medical Faculty, Andalas University	Andani Eka Putra et al
Indonesia/JB-EIJK59/2020	EPI_ISL_947247		RSU Bunda Mulia	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Edison Johar et al
Indonesia/JB-EIJK68/2020	EPI_ISL_947260		RSU Bunda Mulia	Eijkman Institute for Molecular Biology, Ministry of Research and Technology/National Agency for Research and Innovation	Iskandar Adnan et al
Bolivia/26937/2020	EPI_ISL_837554		Centro Nacional de Enfermedades Tropicales (CENETROP)	Laboratory of Respiratory Viruses and Measles, Oswaldo Cruz Institute, FIOCRUZ	Paola Resende et al B
Australia/WA158/2020	EPI_ISL_596721		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Crimea/RII-MH2937S/2020	EPI_ISL_733078		HELIX LLC	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al A
Kazakhstan/3552/2020	EPI_ISL_1365734		Laboratory of Virology, National center of expertise	RSE "National Center of Expertise" and RSE "National center for Biotechnology"	Abdaliyev Askar et al
Kazakhstan/3374/2020	EPI_ISL_1365743		Laboratory of Virology, National center of expertise	RSE "National Center of Expertise" and RSE "National center for Biotechnology"	Abdaliyev Askar et al
Kazakhstan/3375/2020	EPI_ISL_1365742		Laboratory of Virology, National center of expertise	RSE "National Center of Expertise" and RSE "National center for Biotechnology"	Abdaliyev Askar et al
England/QEUH-53D17B/2020	EPI_ISL_532158		Lighthouse Lab in Glasgow	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium	Harper VanSteenhouse et al
Russia/MOW-RSMU-GC-SAR019/2020	EPI_ISL_1712256		FSBI «NATIONAL MEDICAL RESEARCH CENTER FOR OBSTETRICS, GYNECOLOGY AND PERINATOLOGY NAMED AFTER ACADEMICIAN V.I.KULAKOV» MINISTRY OF HEALTHCARE OF THE RUSSIAN FEDERATION	Center for Precision Genome Editing and Genetic Technologies for Biomedicine, Pirogov Medical University, Moscow, Russian Federation	Yegor Botsmanov et al
UnitedArabEmirates/1871/2020	EPI_ISL_859629		BTC, Khalifa University	BTC, Khalifa University	Al Safar et al
Ghana/35019_S18/2020	EPI_ISL_515091	MT890213.1	Department of Biochemistry, Cell and Molecular Biology	WACCBIP, University of Ghana	Ngoi et al
Russia/OMS-ORINFI-2022S/2020	EPI_ISL_569759		Omsk Research Institute of Natural Focal Infections	WHO National Influenza Centre Russian Federation	Artem Fadeev et al
Uzbekistan/Tashkent-CGB-12/2021	EPI_ISL_1439584		Private clinic of Biogen Med, Tashkent, Uzbekistan	Center of Genomics and bioinformatics, Bioinformatics laboratory	Mirzakamol S Ayubov et al
Slovenia/35146/2020	EPI_ISL_1510971		Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Alen Suljič et al
Hebei/IVDC-01-05/2021	EPI_ISL_796013		Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Shunxiang Qi et al
Hebei/IVDC-05-05/2021	EPI_ISL_796021		Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Shunxiang Qi et al
Hebei/IVDC-08-01/2021	EPI_ISL_796024		Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Shunxiang Qi et al
Hebei/IVDC-09-01/2021	EPI_ISL_796025		Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Shunxiang Qi et al
Hebei/IVDC-04-05/2021	EPI_ISL_796019		Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Shunxiang Qi et al
Hebei/IVDC-03-05/2021	EPI_ISL_796017		Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Hebei Provincial Center for Disease Control and Prevention, Shijiazhuang, Hebei Province; National Institute for Viral Disease Control and Prevention, China CDC	Shunxiang Qi et al
Lithuania/MR-LUHS-Eilnr455/2020	EPI_ISL_636891		Lithuanian University of Health Sciences Hospital, Department of Laboratory Medicine	Lithuanian University of Health Sciences, Molecular cardiology lab.	Lukas Zemaitis et al
Lithuania/MR-LUHS-Eilnr282/2020	EPI_ISL_636859		Lithuanian University of Health Sciences Hospital, Department of Laboratory Medicine	Lithuanian University of Health Sciences, Molecular cardiology lab.	Lukas Zemaitis et al
Lithuania/MR-LUHS-Eilnr409/2020	EPI_ISL_636881		Lithuanian University of Health Sciences Hospital, Department of Laboratory Medicine	Lithuanian University of Health Sciences, Molecular cardiology lab.	Lukas Zemaitis et al
Lithuania/MR-LUHS-Eilnr216/2020	EPI_ISL_636846		Lithuanian University of Health Sciences Hospital, Department of Laboratory Medicine	Lithuanian University of Health Sciences, Molecular cardiology lab.	Lukas Zemaitis et al
Lithuania/ID3526/2020	EPI_ISL_934089		Vilnius university hospital Santaros Klinikos, Center of Laboratory Medicine	Vilnius university hospital Santaros Klinikos, Center of Laboratory Medicine	Ingrida Olendraite et al
Lithuania/S21C444/2021	EPI_ISL_1330176		National Food and Veterinary Risk Assessment Institute	Vilnius University Hospital Santaros Klinikos, Center of Laboratory Medicine	Gytis Dudas et al
Lithuania/ID2502/2020	EPI_ISL_933871		Vilnius university hospital Santaros Klinikos, Center of Laboratory Medicine	Vilnius university hospital Santaros Klinikos, Center of Laboratory Medicine	Ingrida Olendraite et al
Lithuania/LTU000_32975/2021	EPI_ISL_1654682		NVMRVI	National Public Health Surveillance Laboratory	Lukas Zemaitis et al
Lithuania/T_1362/2020	EPI_ISL_904947		Vilnius University Hospital Santaros Klinikos, Vilnius University	Institute of Biotechnology, Life Sciences Center, Vilnius University	Emilija Vasiliunaite et al
Russia/KR-RII-12753S/2020	EPI_ISL_732976		WHO National Influenza Centre Russian Federation	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al A
Kazakhstan/2611/2021	EPI_ISL_1341501		Laboratory of Virology, National center of expertise	RSE "National Center of Expertise" and RSE "National center for Biotechnology"	Abdaliyev Askar et al
Singapore/1070/2020	EPI_ISL_596460		National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak et al
NewZealand/20CV0471/2020	EPI_ISL_622810		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Russia/SPE-RII-MH14307S/2021	EPI_ISL_1372344		HELIX LLC	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al A
NewZealand/21CV0045/2021	EPI_ISL_843197		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Russia/MOS-RII-MH9264S/2020	EPI_ISL_733423		HELIX LLC	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al A
Australia/NSW1291/2020	EPI_ISL_767857		Sydney South West Pathology Service (SSWPS) - Royal Prince Alfred Hospital - NSW Health Pathology	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	CIDM-PH et al.
Kazakhstan/113119/2020	EPI_ISL_1341378		Laboratory of Virology, National center of expertise	RSE "National Center of Expertise" and RSE "National center for Biotechnology"	Abdaliyev Askar et al
NewZealand/21CV0047/2021	EPI_ISL_843195		Canterbury Health Laboratories	Institute of Environmental Science and Research (ESR)	Xiaoyun Ren et al
Russia/SPE-RII-27002S/2021	EPI_ISL_1372298		WHO National Influenza Centre Russian Federation	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al A
Georgia/Tb-SNGS127/2021	EPI_ISL_2319004		Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Department for Virology, Molecular Biology and Genome Research, R. G. Lugar Center for Public Health Research, National Center for Disease Control and Public Health (NCDC) of Georgia.	Meri Pantsulaia et al
Russia/SPE-RII-MH17228S/2021	EPI_ISL_2385221		HELIX LLC	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al A
Australia/WA407/2020	EPI_ISL_605881		PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit et al
Russia/AMU-RII-MH10205S/2020	EPI_ISL_733473		WHO National Influenza Centre Russian Federation	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al A
Latvia/1187/2021	EPI_ISL_1312698		E. Gulbja laboratorija	Latvian Biomedical Research and Study Centre	Janis Pjalkovskis et al
Latvia/2104037812/2021	EPI_ISL_2799587		Nacionālais medicīnas serviss - laboratorija, SIA	Riga East University Hospital, National Microbiology Reference Laboratory; Eurofins Genomics Europe Sequencing GmbH	Nataļja Mikena et al
Russia/CRIE5047362/2020	EPI_ISL_534343		Molecular diagnostic laboratory of Federal Budget Institution of Science "Central Research Institute of Epidemiology" of The Federal Service on Customers' Rights Protection and Human Well-being Surveillance	Group of Genomics and Postgenomic Technologies of Central Research Institute of Epidemilology	Speranskaya AS et al
USA/TX-HMH-3279/2020	EPI_ISL_544097		Houston Methodist Hospital	Houston Methodist Hospital	S. Wesley Long et al
Belgium/rega-0916969/2020	EPI_ISL_734959		UZ Leuven, National Reference Laboratory for Coronaviruses, Laboratory Medicine, Leuven, Belgium	KU Leuven, Rega Institute, Clinical and Epidemiological Virology	Tony Wawina-Bokalanga et al
Luxembourg/LNS4239887/2020	EPI_ISL_740438		Laboratoire national de santé, Microbiology, Virology	Laboratoire national de santé, Microbiology, Microbial Genomics Platform	Anke Wienecke-Baldacchino et al
Russia/SPE-RII-MH995S/2020	EPI_ISL_596375		HELIX LCC	WHO National Influenza Centre Russian Federation	Andrey Komissarov et al A
Ecuador/EC-M-127111/2020	EPI_ISL_826836		INSPI-CRN DE INFLUENZA Y OTROS VIRUS RESPIRATORIOS	Instituto de Salud Publica de Chile	Javier Tognarelli et al
Nigeria/OY627-CV184/2020	EPI_ISL_527911		Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E. et al B
Nigeria/FC-CV356/2020	EPI_ISL_730021		Nigeria Centre for Disease Control (NCDC)	African Centre of Excellence for Genomics of Infectious Diseases (ACEGID), Redeemer's University, Ede, Osun State, Nigeria	Oluniyi P.E. et al B
Zimbabwe/ZW-16452/2020	EPI_ISL_1191802		National Microbiology Reference Laboratory	Quadram Institute Bioscience	Tapfumanei Mashe et al
